Rank	Score	Type	ID	Name	Description
175	95.9639	cp	BRD-K95739795	tetrabenazine	Vesicular monoamine transporter inhibitor
176	95.958	cp	BRD-K64245000	GW-4064	FXR agonist
177	95.9437	kd	CGS001-3995	FADS3	Fatty acid desaturases
178	95.9299	cp	BRD-K59851896	calycanthine	GABA release inhibitor
179	95.9049	cp	BRD-K51066026	aminoindazole	Ionophore
180	95.8943	kd	CGS001-23395	LARS2	Aminoacyl tRNA synthetases / Class I
181	95.8764	kd	CGS001-6817	SULT1A1	Sulfotransferases, cytosolic
182	95.8481	oe	ccsbBroad304_06574	MDH2	-
183	95.8342	cp	BRD-A17819071	gedunin	HSP inhibitor
184	95.823	cp	BRD-K00317371	RITA	MDM inhibitor
185	95.7746	cp	BRD-A81866333	CGS-21680	Adenosine receptor agonist
186	95.7446	oe	ccsbBroad304_10026	ZNF517	Zinc fingers, C2H2-type
187	95.7226	cp	BRD-K54210043	NS-1619	Calcium channel activator
188	95.7223	oe	ccsbBroad304_07633	HTATIP2	Short chain dehydrogenase/reductase superfamily / Atypical members
189	95.7055	kd	CGS001-2230	FDX1	-
190	95.6868	cp	BRD-A97479839	piperidolate	Acetylcholine receptor antagonist
191	95.6638	oe	ccsbBroad304_00789	HSBP1	-
192	95.6637	cp	BRD-A83431637	resmethrin	Cytochrome P450 inhibitor
193	95.6599	cp	BRD-K34685430	methylergometrine	-
194	95.6523	kd	CGS001-3217	HOXB7	Homeoboxes / ANTP class : HOXL subclass
195	95.6433	kd	CGS001-27198	HCAR1	GPCR / Class A : Hydroxy-carboxylic acid receptors
196	95.6146	cp	BRD-K42748308	XE-991	Potassium channel blocker
197	95.609	kd	CGS001-10153	CEBPZ	-
198	95.575	oe	ccsbBroad304_00044	AK2	Adenylate kinases
199	95.5472	kd	CGS001-55012	PPP2R3C	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
200	95.5298	cp	BRD-K06467078	corynanthine	Adrenergic receptor antagonist
201	95.5096	kd	CGS001-2101	ESRRA	Estrogen-related receptors
202	95.4878	cp	BRD-A25067867	benzatropine	Acetylcholine receptor antagonist
203	95.4872	cp	BRD-K76723084	isotretinoin	Retinoid receptor agonist
204	95.4757	kd	CGS001-4094	MAF	-
205	95.4325	kd	CGS001-54600	UGT1A9	UDP glucuronosyltransferases
206	95.3887	cp	BRD-K28667196	fillalbin	Increases arterial blood pressure
207	95.3881	cp	BRD-K76810206	nicergoline	Adrenergic receptor antagonist
208	95.386	kd	CGS001-1642	DDB1	-
209	95.3796	kd	CGS001-65057	ACD	-
210	95.3775	kd	CGS001-7494	XBP1	basic leucine zipper proteins
211	95.3719	oe	ccsbBroad304_13934	PTK2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
212	95.3584	kd	CGS001-4717	NDUFC1	Mitochondrial respiratory chain complex / Complex I
213	95.3329	cp	BRD-K92000912	AM-251	Cannabinoid receptor antagonist
214	95.3189	cp	BRD-K57179821	crotamiton	Antipruritic
215	95.293	cp	BRD-K50859149	sulfafurazole	Bacterial antifolate
216	95.2904	kd	CGS001-5371	PML	RING-type (C3HC4) zinc fingers
217	95.249	cp	BRD-A48237631	mitomycin-c	DNA alkylating agent
218	95.2379	cp	BRD-A77299732	salubrinal	Eukaryotic translation initiation factor inhibitor
219	95.2366	cp	BRD-A64297288	amlodipine	Calcium channel blocker
220	95.2133	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
221	95.183	oe	ccsbBroad304_13847	DUSP3	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
222	95.1507	kd	CGS001-3481	IGF2	-
223	95.0953	cp	BRD-K60298136	ITE	Aryl hydrocarbon receptor agonist
224	95.0809	kd	CGS001-5618	PRLR	Prolactin receptor family
225	95.0672	oe	ccsbBroad304_01480	S100P	EF-hand domain containing
226	95.067	kd	CGS001-6648	SOD2	-
227	95.0666	oe	ccsbBroad304_01676	TLE1	WD repeat domain containing
228	95.0093	kd	CGS001-5533	PPP3CC	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
229	95.0016	oe	ccsbBroad304_07401	TXNL1	-
230	94.9838	kd	CGS001-645	BLVRB	Short chain dehydrogenase/reductase superfamily / Atypical members
231	94.9663	cp	BRD-A34299591	budesonide	-
232	94.9617	cp	BRD-M07438658	lapatinib	EGFR inhibitor
233	94.9596	kd	CGS001-1495	CTNNA1	Catenins
234	94.9514	oe	ccsbBroad304_06840	RAP1GDS1	Armadillo repeat containing
235	94.9278	cp	BRD-K37798499	etoposide	Topoisomerase inhibitor
236	94.9274	cp	BRD-A14798026	mestranol	Estrogen receptor agonist
237	94.9237	cp	BRD-K14888893	minoxidil	KATP activator
238	94.914	cp	BRD-A78391468	prednisolone	Glucocorticoid receptor agonist
239	94.8786	oe	ccsbBroad304_00784	HRAS	RAS subfamily
240	94.854	oe	ccsbBroad304_05756	ACAA1	-
241	94.7437	cp	BRD-K01815685	indole	aryl hydrocarbon receptor agonist
242	94.7399	kd	CGS001-10962	MLLT11	-
243	94.7261	cp	BRD-K89237706	noscapine	-
244	94.716	cp	BRD-K61341215	vecuronium	Acetylcholine receptor antagonist
245	94.6805	kd	CGS001-57222	ERGIC1	-
246	94.6768	cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor
247	94.6735	oe	ccsbBroad304_01237	POLR2C	RNA polymerase subunits
248	94.6609	kd	CGS001-4144	MAT2A	-
249	94.6251	cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor
250	94.5909	oe	ccsbBroad304_02956	EHF	-
251	94.5756	cp	BRD-K70505054	ranitidine	Histamine receptor antagonist
252	94.5575	cp	BRD-K89085489	fenretinide	-
253	94.5555	cp	BRD-K29359156	ebselen	H+/K+-ATPase inhibitor
254	94.5209	oe	ccsbBroad304_00977	MAX	Basic helix-loop-helix proteins
255	94.4892	kd	CGS001-1803	DPP4	Prolyl oligopeptidase
256	94.4882	oe	ccsbBroad304_01769	VEGFB	-
257	94.4853	kd	CGS001-64343	AZI2	-
258	94.4521	kd	CGS001-4695	NDUFA2	Mitochondrial respiratory chain complex / Complex I
259	94.4378	oe	ccsbBroad304_03761	LHX9	Homeoboxes / LIM class
260	94.4341	oe	ccsbBroad304_06174	ERCC1	-
261	94.3391	cp	BRD-K83636919	entacapone	Catechol O methyltransferase inhibitor
262	94.332	oe	ccsbBroad304_10227	ZNF85	Zinc fingers, C2H2-type
263	94.2991	oe	ccsbBroad304_00867	IMPDH2	Oxidoreductases
264	94.2061	kd	CGS001-63948	DMRTB1	-
265	94.1827	cp	BRD-K80725821	RS-16566	Serotonin receptor antagonist
266	94.1673	kd	CGS001-2313	FLI1	ETS Transcription Factors
267	94.1612	kd	CGS001-10308	ZNF267	Zinc fingers, C2H2-type
268	94.1605	cp	BRD-K08206212	entecavir	Reverse transcriptase inhibitor
269	94.1597	kd	CGS001-60468	BACH2	BTB/POZ domain containing
270	94.1258	kd	CGS001-387129	NPSR1	GPCR / Class A : Neuropeptide receptors : S
271	94.1176	oe	ccsbBroad304_01010	MGST2	Glutathione S-transferases / Microsomal
272	94.1011	kd	CGS001-9686	VGLL4	-
273	94.0699	cp	BRD-A83859836	tropisetron	-
274	94.0631	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
275	93.9679	oe	ccsbBroad304_07727	LIAS	-
276	93.9642	kd	CGS001-26205	GMEB2	-
277	93.9517	kd	CGS001-80818	ZNF436	Zinc fingers, C2H2-type
278	93.9492	cp	BRD-K92446736	zatebradine	HCN channel blocker
279	93.9426	kd	CGS001-2150	F2RL1	GPCR / Class A : Protease activated receptors
280	93.9285	kd	CGS001-80351	TNKS2	Ankyrin repeat domain containing
281	93.9056	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
282	93.9051	cp	BRD-K77554836	triamcinolone	-
283	93.9042	oe	ccsbBroad304_01287	MAPK8	MAPK:JNK subfamily
284	93.8665	cp	BRD-K92678294	irilin-a	Isoflavone
285	93.8661	kd	CGS001-7321	UBE2D1	Ubiquitin-conjugating enzymes E2
286	93.8642	cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist
287	93.8577	kd	CGS001-201799	TMEM154	-
288	93.8397	oe	ccsbBroad304_06079	CYP51A1	Cytochrome P450s
289	93.8136	cp	BRD-K42260897	ezetimibe	-
290	93.7961	kd	CGS001-389421	LIN28B	-
291	93.7895	cp	BRD-K36864847	BD-1047	Adrenergic receptor antagonist
292	93.7823	kd	CGS001-1500	CTNND1	Catenins
293	93.7598	oe	ccsbBroad304_02553	BLCAP	-
294	93.7471	cp	BRD-M00539986	formoterol	Adrenergic receptor agonist
295	93.7113	cp	BRD-A41555725	chlortetracycline	Protein synthesis inhibitor
296	93.67	kd	CGS001-3419	IDH3A	-
297	93.663	kd	CGS001-5933	RBL1	-
298	93.6517	kd	CGS001-2064	ERBB2	Type I RTKs: ErbB (epidermal growth factor) receptor family
299	93.625	cp	BRD-K17894950	indirubin	-
300	93.6119	oe	ccsbBroad304_01854	MLLT10	Zinc fingers, PHD-type
301	93.609	kd	CGS001-5515	PPP2CA	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
302	93.6072	kd	CGS001-3592	IL12A	Interleukins and interleukin receptors
303	93.5966	kd	CGS001-7247	TSN	-
304	93.5871	cp	BRD-K14441456	tyrphostin-AG-556	EGFR inhibitor
305	93.5623	cp	BRD-K89152108	liothyronine	Thyroid hormone stimulant
306	93.5575	cp	BRD-K84639753	safinamide	Dopamine uptake inhibitor
307	93.5059	cp	BRD-A42649439	triciribine	-
308	93.5012	kd	CGS001-1958	EGR1	Zinc fingers, C2H2-type
309	93.4808	cp	BRD-K62736196	guanabenz	-666
310	93.4229	oe	ccsbBroad304_01052	MYB	-
311	93.3997	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
312	93.3792	cp	BRD-K78959463	FPL-64176	Calcium channel activator
313	93.3774	kd	CGS001-10643	IGF2BP3	RNA binding motif (RRM) containing
314	93.3727	kd	CGS001-3127	HLA-DRB5	Immunoglobulin superfamily / C1-set domain containing
315	93.3474	kd	CGS001-7866	IFRD2	-
316	93.3087	cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor
317	93.3061	kd	CGS001-10061	ABCF2	ATP binding cassette transporters / subfamily F
318	93.1924	cp	BRD-A14966924	alaproclate	Serotonin receptor antagonist
319	93.1882	kd	CGS001-1490	CTGF	-
320	93.1709	cp	BRD-A20968261	WAY-213613	Glutamate inhibitor
321	93.1581	cp	BRD-A01317026	7,8-dihydro-L-biopterin	Dihydroneopterin aldolase inhibitor
322	93.1491	kd	CGS001-283383	GPR133	Adhesion Class GPCRs
323	93.1291	cp	BRD-K83289131	CAY-10618	NAMPT inhibitor
324	93.1239	cp	BRD-A27554692	altrenogest	Progestogen hormone
325	93.1179	cp	BRD-K93433262	alfacalcidol	Vitamin D receptor agonist
326	93.0819	kd	CGS001-8140	SLC7A5	SLC7 family
327	93.0791	kd	CGS001-6050	RNH1	-
328	93.0608	kd	CGS001-10180	RBM6	G patch domain containing
329	93.042	oe	ccsbBroad304_02026	NRP1	CD molecules
330	93.006	oe	ccsbBroad304_00861	IL13RA1	IL-2 receptor family
331	93.0036	kd	CGS001-10642	IGF2BP1	RNA binding motif (RRM) containing
332	92.9557	cp	BRD-K42221274	NNC-711	GAT inhibitor
333	92.9329	oe	ccsbBroad304_06191	FABP6	Fatty acid binding protein family
334	92.9289	cp	BRD-K08619838	tremorine	Acetylcholine receptor agonist
335	92.9104	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
336	92.8704	cp	BRD-A09349126	norethindrone	-
337	92.8319	cp	BRD-K15522385	cinanserin	-
338	92.8207	oe	ccsbBroad304_05194	LIPH	-
339	92.7822	cp	BRD-A85587465	bemesetron	Serotonin receptor antagonist
340	92.7642	oe	ccsbBroad304_00853	IL7R	IL-2 receptor family
341	92.739	cp	BRD-K08806317	timolol	Adrenergic receptor antagonist
342	92.7346	oe	ccsbBroad304_06226	FTL	-
343	92.6968	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
344	92.6938	oe	ccsbBroad304_06120	DRD1	Dopamine receptors
345	92.6874	kd	CGS001-388585	HES5	Basic helix-loop-helix proteins
346	92.6778	kd	CGS001-2781	GNAZ	-
347	92.6732	cp	BRD-K45068323	W-13	Calmodulin antagonist
348	92.6193	kd	CGS001-4303	FOXO4	Forkhead boxes
349	92.6034	cp	BRD-K10177585	PSB-11	Adenosine receptor antagonist
350	92.6019	kd	CGS001-115330	GPR146	GPCR / Class A : Orphans
351	92.594	kd	CGS001-5469	MED1	-
352	92.587	oe	ccsbBroad304_03798	PHTF2	-
353	92.5672	kd	CGS001-6906	SERPINA7	Serine (or cysteine) peptidase inhibitors
354	92.5663	kd	CGS001-5294	PIK3CG	Phosphatidylinositol kinases
355	92.5565	oe	ccsbBroad304_00122	ATP1B1	ATPases / P-type
356	92.5133	oe	ccsbBroad304_01288	MAPK9	MAPK:JNK subfamily
357	92.5089	cp	BRD-A18419789	etoposide	-
358	92.4795	oe	ccsbBroad304_01822	ZNF227	Zinc fingers, C2H2-type
359	92.4737	kd	CGS001-51172	NAGPA	-
360	92.4481	cp	BRD-K81209512	AG-494	EGFR inhibitor
361	92.4302	oe	ccsbBroad304_01735	UBE2D1	Ubiquitin-conjugating enzymes E2
362	92.427	kd	CGS001-9668	ZNF432	Zinc fingers, C2H2-type
363	92.4003	oe	ccsbBroad304_03357	RASD1	-
364	92.3713	cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor
365	92.3397	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
366	92.293	kd	CGS001-3108	HLA-DMA	Immunoglobulin superfamily / C1-set domain containing
367	92.2639	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
368	92.2615	cp	BRD-K63641886	cefuroxime	Bacterial cell wall synthesis inhibitor
369	92.2093	oe	ccsbBroad304_00225	CAT	-
370	92.1964	cp	BRD-K36638830	anabasine	Acetylcholine receptor agonist
371	92.1839	kd	CGS001-8649	LAMTOR3	-
372	92.1786	kd	CGS001-27333	GOLIM4	-
373	92.1689	kd	CGS001-5450	POU2AF1	-
374	92.1295	kd	CGS001-11154	AP4S1	-
375	92.1217	oe	ccsbBroad304_08255	ZNF219	Zinc fingers, C2H2-type
376	92.097	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
377	92.0856	cp	BRD-K14693417	cinchonine	P-glycoprotein inhibitor
378	92.0797	oe	ccsbBroad304_08878	METTL4	-
379	92.0157	cp	BRD-K88741031	methyl-2,5-dihydroxycinnamate	EGFR inhibitor
380	91.9898	kd	CGS001-7697	ZNF138	Zinc fingers, C2H2-type
381	91.986	cp	BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor
382	91.9738	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
383	91.918	cp	BRD-A06390036	hydroquinidine	Antiarrhythmic
384	91.9017	oe	ccsbBroad304_05985	CFL1	-
385	91.8867	cp	BRD-A95513702	androsta-1,4-dien-3,17-dione	Aromatase inhibitor
386	91.8737	oe	ccsbBroad304_13931	PSMA3	Proteasome subunits
387	91.8151	cp	BRD-A15530910	carpindolol	Adrenergic receptor antagonist
