Rank	Score	Type	ID	Name	Description
91	98.2769	oe	ccsbBroad304_10047	GPR148	GPCR / Class A : Orphans
92	98.2236	cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor
93	98.1936	oe	ccsbBroad304_07851	FAM120A	-
94	98.1936	oe	ccsbBroad304_06542	LTBR	Tumor necrosis factor receptor superfamily
95	98.1693	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
96	98.1689	kd	CGS001-400	ARL1	ADP-ribosylation factors
97	98.1546	cp	BRD-K37392901	NSC-632839	-
98	98.1473	oe	ccsbBroad304_06617	NASP	Tetratricopeptide (TTC) repeat domain containing
99	98.1135	cp	BRD-A36471396	biperiden	Acetylcholine receptor antagonist
100	98.101	oe	ccsbBroad304_09821	TMEM154	-
101	98.101	oe	ccsbBroad304_02625	SLC7A9	SLC7 family
102	98.101	oe	ccsbBroad304_00722	HSD17B10	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
103	98.0979	cp	BRD-K08417745	SID-26681509	Cathepsin inhibitor
104	98.0785	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
105	98.0684	cp	BRD-K67352070	TC-2559	Acetylcholine receptor agonist
106	98.0679	cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist
107	98.0596	kd	CGS001-6217	RPS16	S ribosomal proteins
108	98.0349	cp	BRD-K91370081	anisomycin	DNA synthesis inhibitor
109	97.9894	kd	CGS001-8543	LMO4	-
110	97.9737	oe	ccsbBroad304_06926	SDHA	Mitochondrial respiratory chain complex
111	97.9621	cp	BRD-K95435023	PHA-665752	c-Met inhibitor
112	97.9532	cp	BRD-A51929314	BRD-A51929314	-
113	97.9451	kd	CGS001-2869	GRK5	GRK1/3 subfamily
114	97.9292	oe	ccsbBroad304_01238	POLR2D	RNA polymerase subunits
115	97.9234	oe	ccsbBroad304_00763	HNF4A	Hepatocyte nuclear factor-4 receptors
116	97.9174	cp	BRD-K18518344	digitoxigenin	ATPase inhibitor
117	97.9125	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
118	97.8772	cp	BRD-A99449986	MT-21	Caspase activator
119	97.8768	kd	CGS001-1454	CSNK1E	Casein kinase 1 (CK1) family
120	97.8446	cp	BRD-A35588707	teniposide	Topoisomerase inhibitor
121	97.8409	kd	CGS001-4092	SMAD7	SMADs
122	97.8334	cp	BRD-K94325918	kinetin-riboside	Apoptosis stimulant
123	97.8231	oe	ccsbBroad304_04072	HMGN5	High-mobility group / Canonical
124	97.8202	cp	BRD-A02481876	importazole	Importin-beta transport receptor inhibitor
125	97.8151	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
126	97.8132	cp	BRD-K56700933	phenethyl-isothiocyanate	Antineoplastic
127	97.8068	cp	BRD-K28168037	fenretinide	Apoptosis stimulant
128	97.7981	cp	BRD-A26002865	verrucarin-a	Protein synthesis inhibitor
129	97.7767	oe	ccsbBroad304_05948	CCND2	-
130	97.748	oe	ccsbBroad304_00066	ANG	Ribonucleases, RNase A
131	97.7326	cp	BRD-A80502530	cinobufagin	ATPase inhibitor
132	97.7326	cp	BRD-K23478508	digoxin	-
133	97.7159	cp	BRD-K60623809	SU-11652	Tyrosine kinase inhibitor
134	97.7064	oe	ccsbBroad304_10064	NDUFS7	Mitochondrial respiratory chain complex / Complex I
135	97.6939	cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist
136	97.6839	cp	BRD-A34806832	proscillaridin	ATPase inhibitor
137	97.6494	oe	ccsbBroad304_07358	DNAJA3	Heat shock proteins / DNAJ (HSP40)
138	97.6378	oe	ccsbBroad304_06648	CNOT3	-
139	97.6304	oe	ccsbBroad304_01981	DYNLL1	Cytoplasmic dyneins
140	97.6238	cp	BRD-A64228451	terreic-acid	BTK inhibitor
141	97.6177	cp	BRD-K86958018	olvanil	TRPV agonist
142	97.595	kd	CGS001-26353	HSPB8	Heat shock proteins / HSPB
143	97.5707	cp	BRD-K76674262	homoharringtonine	Protein synthesis inhibitor
144	97.5528	kd	CGS001-5832	ALDH18A1	Aldehyde dehydrogenases
145	97.513	kd	CGS001-3636	INPPL1	Inositol polyphosphate phosphatases
146	97.5094	cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor
147	97.4864	cp	BRD-K03109492	NSC-663284	CDC inhibitor
148	97.4445	cp	BRD-K96362535	tubaic-acid	-
149	97.4387	oe	ccsbBroad304_03641	ASF1B	-
150	97.3836	kd	CGS001-159296	NKX2-3	Homeoboxes / ANTP class : NKL subclass
151	97.3599	oe	ccsbBroad304_00620	GCDH	-
152	97.3571	cp	BRD-K32836707	CAY-10577	Casein kinase inhibitor
153	97.3571	cp	BRD-A97730597	hexylcaine	Sodium channel blocker
154	97.3539	cp	BRD-A93236127	digitoxin	ATPase inhibitor
155	97.3509	cp	BRD-K67506692	tyrphostin-AG-126	ERK1 and ERK2 phosphorylation inhibitor
156	97.349	kd	CGS001-10988	METAP2	Methionyl aminopeptidase
157	97.3	kd	CGS001-10327	AKR1A1	Aldo-keto reductases
158	97.2811	cc		Aldo Keto Reductase	-
159	97.2755	kd	CGS001-27243	CHMP2A	Charged multivesicular body proteins
160	97.2754	oe	ccsbBroad304_00415	CYP24A1	Cytochrome P450s
161	97.2368	oe	ccsbBroad304_00645	GCLM	-
162	97.2209	oe	ccsbBroad304_01566	SNRPA	RNA binding motif (RRM) containing
163	97.2118	cp	BRD-A52530684	doxorubicin	-
164	97.2038	cp	BRD-A68930007	ouabain	ATPase inhibitor
165	97.1932	cp	BRD-K09471561	levofloxacin	Bacterial DNA gyrase inhibitor
166	97.1784	cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor
167	97.1707	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
168	97.1384	kd	CGS001-367	AR	Nuclear hormone receptors
169	97.1346	cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist
170	97.1283	oe	ccsbBroad304_00152	BCAT2	-
171	97.1156	oe	ccsbBroad304_06183	EWSR1	RNA binding motif (RRM) containing
172	97.1141	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
173	97.1112	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
174	97.0922	oe	ccsbBroad304_06180	ESD	-
175	97.0815	oe	ccsbBroad304_01307	PSMA1	Proteasome subunits
176	97.0696	kd	CGS001-488	ATP2A2	Calcium-ATPases
177	97.0584	oe	ccsbBroad304_05757	ACADS	-
178	97.0559	oe	ccsbBroad304_07945	GCA	EF-hand domain containing
179	97.0509	kd	CGS001-64863	METTL4	-
180	97.0481	cp	BRD-A78360835	cercosporin	Photoactivated toxin
181	97.0322	cc		Topoisomerase II Inhibitor	-
182	97.0144	cp	BRD-A94756469	digoxin	ATPase inhibitor
183	97.0138	oe	ccsbBroad304_08267	KLF3	Kruppel-like transcription factors
184	97.0032	cc		NFKB Activation	-
185	96.9893	oe	ccsbBroad304_02857	BAMBI	-
186	96.9893	oe	ccsbBroad304_05802	ALDH1B1	Aldehyde dehydrogenases
187	96.9788	cp	BRD-K67439147	SIB-1893	Glutamate receptor antagonist
188	96.9728	cp	BRD-A55756846	H-7	PKA inhibitor
189	96.9511	cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor
190	96.9156	cp	BRD-K91623615	ABT-751	Tubulin inhibitor
191	96.9082	kd	CGS001-808	CALM3	EF-hand domain containing
192	96.87	cp	BRD-K39111395	BCL2-inhibitor	BCL inhibitor
193	96.8545	cp	BRD-A13650332	flucloxacillin	Bacterial cell wall synthesis inhibitor
194	96.8498	cp	BRD-K54233340	dorsomorphin	AMPK inhibitor
195	96.829	cp	BRD-K85985071	ellipticine	Topoisomerase inhibitor
196	96.8183	kd	CGS001-2831	NPBWR1	GPCR / Class A : Neuropeptide receptors : W/B
197	96.8134	cp	BRD-K15935639	z-leu3-VS	Proteasome inhibitor
198	96.8074	oe	ccsbBroad304_08104	MED4	-
199	96.7578	oe	ccsbBroad304_01203	PIM1	PIM family
200	96.7578	oe	ccsbBroad304_07754	FGFR1OP	-
201	96.745	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
202	96.7421	cp	BRD-K21853356	RG-14620	EGFR inhibitor
203	96.7265	cp	BRD-A76528577	vincristine	-
204	96.7184	oe	ccsbBroad304_07561	YAF2	-
205	96.6915	cp	BRD-A10715913	sulpiride	Dopamine receptor antagonist
206	96.6745	cp	BRD-K60230970	MG-132	Proteasome inhibitor
207	96.6678	kd	CGS001-6509	SLC1A4	Alanine/serine/cysteine transporter subfamily
208	96.6478	kd	CGS001-50808	AK3	-
209	96.6381	kd	CGS001-7165	TPD52L2	-
210	96.6188	oe	ccsbBroad304_07887	GCAT	-
211	96.6113	oe	ccsbBroad304_01660	TFAP4	Basic helix-loop-helix proteins
212	96.6041	cp	BRD-A59985574	topotecan	Topoisomerase inhibitor
213	96.6001	oe	ccsbBroad304_10487	BPHL	-
214	96.589	oe	ccsbBroad304_01249	PPARG	Peroxisome proliferator-activated receptors
215	96.5725	oe	ccsbBroad304_03310	LCMT1	-
216	96.5716	oe	ccsbBroad304_02370	HRSP12	-
217	96.5569	cp	BRD-K51290057	SA-792709	Retinoid receptor agonist
218	96.5565	kd	CGS001-6654	SOS1	Rho guanine nucleotide exchange factors
219	96.5518	kd	CGS001-174	AFP	-
220	96.5291	kd	CGS001-26993	AKAP8L	-
221	96.5246	cp	BRD-K63606607	bufalin	ATPase inhibitor
222	96.5111	oe	ccsbBroad304_06828	PYCR1	-
223	96.4822	oe	ccsbBroad304_05887	CFB	Complement system
224	96.4271	oe	ccsbBroad304_00945	LMNA	Intermediate filaments type V, lamins
225	96.4065	kd	CGS001-5906	RAP1A	-
226	96.3872	oe	ccsbBroad304_06301	GOT2	-
227	96.3733	cp	BRD-K80348542	cephaeline	Protein synthesis inhibitor
228	96.3574	cp	BRD-K36737713	AG-957	Protein tyrosine kinase inhibitor
229	96.3218	cp	BRD-K35708212	ouabain	-
230	96.3183	cp	BRD-K43468059	byssochlamic-acid	Mycotoxin
231	96.2941	kd	CGS001-80237	ELL3	-
232	96.2831	kd	CGS001-1595	CYP51A1	Cytochrome P450s
233	96.2579	oe	ccsbBroad304_05982	CDX2	Homeoboxes / ANTP class : HOXL subclass
234	96.2546	cp	BRD-K88868628	iodoacetic-acid	Cysteine peptidase inhibitor
235	96.2483	oe	ccsbBroad304_02048	BCL10	-
236	96.2378	cp	BRD-A28970875	puromycin	Protein synthesis inhibitor
237	96.2325	oe	ccsbBroad304_08418	FBXL12	F-boxes / Leucine-rich repeats
238	96.2138	oe	ccsbBroad304_03773	CIAPIN1	-
239	96.1874	cp	BRD-A74904029	EI-231	Casein kinase inhibitor
240	96.1544	kd	CGS001-5763	PTMS	-
241	96.1465	kd	CGS001-1024	CDK8	Cyclin-dependent kinases, CDK8 subfamily
242	96.1329	cp	BRD-K00206590	P-1075	ATP channel activator
243	96.1265	kd	CGS001-301	ANXA1	Annexins
244	96.1182	cp	BRD-K98548675	parthenolide	NFkB pathway inhibitor
245	96.1146	oe	ccsbBroad304_04991	ZNF785	Zinc fingers, C2H2-type
246	96.0905	kd	CGS001-54472	TOLLIP	-
247	96.0904	oe	ccsbBroad304_06070	CYC1	Mitochondrial respiratory chain complex / Complex III
248	96.089	cp	BRD-A18419789	etoposide	-
249	96.0725	cp	BRD-K09638361	SA-63133	-666
250	96.0658	cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor
251	96.0502	oe	ccsbBroad304_06179	ERG	ETS Transcription Factors
252	96.037	cp	BRD-A15010982	HU-211	Glutamate receptor antagonist
253	96.0296	kd	CGS001-3320	HSP90AA1	Heat shock proteins / HSPC
254	96.0283	kd	CGS001-8915	BCL10	-
255	95.9995	cp	BRD-K16406336	methylene-blue	Guanylyl cyclase inhibitor
256	95.9949	kd	CGS001-7405	UVRAG	-
257	95.9863	cp	BRD-K46652470	nizatidine	-
258	95.9806	cp	BRD-A98702003	carbenoxolone	11-beta-HSD1 inhibitor
259	95.9749	cp	BRD-A71459254	cymarin	ATPase inhibitor
260	95.9594	cp	BRD-K03067624	emetine	-
261	95.9521	kd	CGS001-27076	LYPD3	-
262	95.9485	kd	CGS001-26520	TIMM9	-
263	95.9249	kd	CGS001-9712	USP6NL	-
264	95.912	cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor
265	95.9003	oe	ccsbBroad304_06038	CRK	SH2 domain containing
266	95.9	cc		MDM2 MDM4 Inhibitor Grp2	-
267	95.8777	oe	ccsbBroad304_08888	ACD	-
268	95.873	cp	BRD-K66766661	17-beta-estradiol	Estrogen receptor agonist
269	95.8725	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
270	95.8725	kd	CGS001-4726	NDUFS6	Mitochondrial respiratory chain complex / Complex I
271	95.8695	kd	CGS001-4711	NDUFB5	Mitochondrial respiratory chain complex / Complex I
272	95.8558	kd	CGS001-1902	LPAR1	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
273	95.8398	cp	BRD-U86922168	QL-XII-47	BTK inhibitor
274	95.8313	oe	ccsbBroad304_07197	PDHX	-
275	95.805	cp	BRD-A49680073	cucurbitacin-i	-
276	95.7918	cp	BRD-A32349859	methyl-angolensate	Apoptosis inhibitor
277	95.7845	kd	CGS001-2828	GPR4	GPCR / Class A : Orphans
278	95.7822	kd	CGS001-10127	ZNF263	Zinc fingers, C2H2-type
279	95.7696	kd	CGS001-23212	RRS1	-
280	95.7482	oe	ccsbBroad304_00587	FOSL2	basic leucine zipper proteins
281	95.7387	oe	ccsbBroad304_01186	PHB	-
282	95.7351	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
283	95.7077	oe	ccsbBroad304_01764	VDAC1	Voltage-dependent anion channels
284	95.6902	cp	BRD-K34608650	BRD-K34608650	Cannabinoid receptor agonist
285	95.6857	cp	BRD-K87919739	tyrphostin-AG-825	Receptor tyrosine protein kinase inhibitor
286	95.6688	oe	ccsbBroad304_01903	HIST2H2BE	Histones / Replication-dependent
287	95.6617	kd	CGS001-6603	SMARCD2	-
288	95.6393	cp	BRD-K71289571	zafirlukast	Leukotriene receptor antagonist
289	95.6339	kd	CGS001-8644	AKR1C3	Prostaglandin synthases
290	95.6333	cp	BRD-A75517195	thiazolopyrimidine	CDC inhibitor
291	95.6179	kd	CGS001-1615	DARS	Aminoacyl tRNA synthetases / Class II
292	95.5955	cp	BRD-K08219523	5-nonyloxytryptamine	Serotonin receptor agonist
293	95.5781	kd	CGS001-7915	ALDH5A1	Aldehyde dehydrogenases
294	95.5774	cp	BRD-K83153774	mirtazapine	-
295	95.5709	cp	BRD-K51730347	diphencyprone	Immunostimulant
296	95.5671	cp	BRD-K24681473	YM-155	Survivin inhibitor
297	95.5619	cp	BRD-K23922020	arecaidine	Acetylcholine receptor agonist
298	95.5443	cp	BRD-K14765469	vesamicol	Acetylcholinesterase inhibitor
299	95.5124	cp	BRD-A25687296	emetine	Protein synthesis inhibitor
300	95.4909	kd	CGS001-10730	YME1L1	ATPases / AAA-type
301	95.4622	kd	CGS001-3932	LCK	Src family
302	95.4609	oe	ccsbBroad304_07655	POLR3C	RNA polymerase subunits
303	95.4536	cp	BRD-K66707493	lawsone	Coloring agent
304	95.4378	cp	BRD-K00312224	PPT	Estrogen receptor agonist
305	95.3824	oe	ccsbBroad304_02702	MSRB2	-
306	95.3681	oe	ccsbBroad304_07428	PSMF1	Proteasome (prosome, macropain) subunits
307	95.3641	oe	ccsbBroad304_03767	TOMM22	-
308	95.355	cp	BRD-A83326220	brazilin	Nitric oxide production inhibitor
309	95.3496	kd	CGS001-9063	PIAS2	Zinc fingers, MIZ-type
310	95.3297	kd	CGS001-9988	DMTF1	-
311	95.3219	oe	ccsbBroad304_07029	TADA2A	-
312	95.3002	cp	BRD-A06352418	terfenadine	Histamine receptor antagonist
313	95.2816	oe	ccsbBroad304_13810	AHCY	Adenosine turnover
314	95.2637	cp	BRD-K81528515	nilotinib	ABL inhibitor
315	95.1796	cp	BRD-K05396879	15-delta-prostaglandin-j2	PPAR receptor agonist
316	95.1765	oe	ccsbBroad304_02391	BCKDK	Pyruvate dehydrogenase kinase (PDHK) family
317	95.1692	cp	BRD-K90382497	GW-843682X	PLK inhibitor
318	95.1585	kd	CGS001-90678	LRSAM1	Sterile alpha motif (SAM) domain containing
319	95.1385	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
320	95.1366	oe	ccsbBroad304_04261	RAB1B	RAB, member RAS oncogene
321	95.1353	kd	CGS001-9774	BCLAF1	-
322	95.1332	kd	CGS001-1645	AKR1C1	Aldo-keto reductases
323	95.1296	oe	ccsbBroad304_01710	TRAF2	RING-type (C3HC4) zinc fingers
324	95.1246	kd	CGS001-84878	ZBTB45	BTB/POZ domain containing
325	95.1136	kd	CGS001-5184	PEPD	Methionyl aminopeptidase
326	95.1025	kd	CGS001-29102	DROSHA	-
327	95.0776	cp	BRD-K71860425	CDK2-5-inhibitor	CDK inhibitor
328	95.0643	oe	ccsbBroad304_00702	GSTM1	Glutathione S-transferases / Soluble
329	95.0515	oe	ccsbBroad304_01455	RPS16	S ribosomal proteins
330	95.043	kd	CGS001-9232	PTTG1	-
331	95.0192	kd	CGS001-10352	WARS2	Aminoacyl tRNA synthetases / Class I
332	95.0097	oe	ccsbBroad304_02292	BCL2L11	-
333	94.9897	cp	BRD-K18059238	gamma-linolenic-acid	Cyclooxygenase inhibitor
334	94.9825	cp	BRD-K67445247	flurofamide	Urease inhibitor
335	94.9621	oe	ccsbBroad304_08452	PIH1D1	-
336	94.9528	cc		Dopamine Receptor Grp1	-
337	94.9204	cp	BRD-K36007650	puromycin	-
338	94.9036	kd	CGS001-8349	HIST2H2BE	Histones / Replication-dependent
339	94.8912	oe	ccsbBroad304_10240	CROT	-
340	94.8487	kd	CGS001-143	PARP4	Poly (ADP-ribose) polymerases
341	94.8221	oe	ccsbBroad304_01391	RFC5	ATPases / AAA-type
342	94.8179	cp	BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
343	94.8124	oe	ccsbBroad304_02789	ADAT1	-
344	94.7613	cp	BRD-K36258877	AZ-10417808	Caspase inhibitor
345	94.7451	cp	BRD-K93918653	quizartinib	FLT3 inhibitor
346	94.7095	oe	ccsbBroad304_04976	SERPINA12	Serine (or cysteine) peptidase inhibitors
347	94.7083	kd	CGS001-7024	TFCP2	-
348	94.6993	kd	CGS001-8493	PPM1D	Serine/threonine phosphatases / Protein phosphatases, Mg2+/Mn2+ dependent
349	94.6897	cc		Proteasome Pathway	-
350	94.6648	oe	ccsbBroad304_06319	GPR35	GPCR / Class A : Orphans
351	94.6564	oe	ccsbBroad304_00478	S1PR3	GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate
352	94.6469	kd	CGS001-5688	PSMA7	Proteasome subunits
353	94.646	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
354	94.6426	kd	CGS001-5478	PPIA	Cis-trans-isomerases
355	94.6362	oe	ccsbBroad304_01025	ALDH6A1	Aldehyde dehydrogenases
356	94.6299	oe	ccsbBroad304_02415	TUBB3	Tubulins
357	94.628	kd	CGS001-3560	IL2RB	IL-2 receptor family
358	94.6225	cp	BRD-A56020723	CA-074-Me	Cathepsin inhibitor
359	94.6069	kd	CGS001-4087	SMAD2	SMADs
360	94.6041	kd	CGS001-223	ALDH9A1	Aldehyde dehydrogenases
361	94.586	oe	ccsbBroad304_05981	CDO1	-
362	94.5751	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
363	94.5701	cp	BRD-K57033106	tripelennamine	Histamine receptor antagonist
364	94.5591	oe	ccsbBroad304_05121	ZNF296	Zinc fingers, C2H2-type
365	94.5537	cp	BRD-A89434049	sarmentogenin	ATPase inhibitor
366	94.5345	oe	ccsbBroad304_00771	HOXA5	Homeoboxes / ANTP class : HOXL subclass
367	94.5173	cp	BRD-A24643465	homoharringtonine	-
368	94.4795	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
369	94.4688	kd	CGS001-8611	PPAP2A	Lipid phosphate phosphatases
370	94.4545	kd	CGS001-4931	NVL	ATPases / AAA-type
371	94.4472	cp	BRD-A71390734	idarubicin	-
372	94.4383	oe	ccsbBroad304_01147	PC	Carboxylases
373	94.4082	kd	CGS001-2937	GSS	-
374	94.3954	cp	BRD-K03842655	penitrem-a	Potassium channel blocker
375	94.3799	kd	CGS001-64710	NUCKS1	-
376	94.3692	oe	ccsbBroad304_06687	SERPINB2	Serine (or cysteine) peptidase inhibitors
377	94.3649	kd	CGS001-79722	ANKRD55	Ankyrin repeat domain containing
378	94.3589	kd	CGS001-9020	MAP3K14	MAPKKK:STE-unique family
379	94.3561	cp	BRD-K43860855	iobenguane	Antineoplastic
380	94.3492	oe	ccsbBroad304_00578	FLI1	ETS Transcription Factors
381	94.3439	oe	ccsbBroad304_00606	GABPB1	Ankyrin repeat domain containing
382	94.343	kd	CGS001-22921	MSRB2	-
383	94.3029	oe	ccsbBroad304_03394	GPR84	GPCR / Class A : Fatty acid receptors
384	94.2554	kd	CGS001-4775	NFATC3	Nuclear factor of activated T-cells
385	94.2539	kd	CGS001-23361	ZNF629	Zinc fingers, C2H2-type
