Rank	Score	Type	ID	Name	Description
83	98.9347	oe	ccsbBroad304_02596	KDELR3	-
84	98.9347	oe	ccsbBroad304_05787	ADRBK1	BARK/GRK2 subfamily
85	98.9341	kd	CGS001-85027	C5ORF62	-
86	98.9204	cp	BRD-K45252063	clofibrate	PPAR receptor agonist
87	98.8884	oe	ccsbBroad304_02028	SOCS2	SH2 domain containing
88	98.8811	cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist
89	98.8795	kd	CGS001-1977	EIF4E	Translation Initiation Factor 4E
90	98.8738	cp	BRD-K13642330	cosmosiin	Cytochrome P450 inhibitor
91	98.8521	kd	CGS001-80777	CYB5B	-
92	98.8411	cp	BRD-K26801045	pipamperone	Dopamine receptor antagonist
93	98.784	cp	BRD-A19374631	vinpocetine	-
94	98.7766	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
95	98.7739	cp	BRD-K28863208	PNU-282987	Cholinergic receptor agonist
96	98.758	kd	CGS001-28985	MCTS1	-
97	98.7494	oe	ccsbBroad304_03119	C16ORF5	-
98	98.7428	kd	CGS001-54811	ZNF562	Zinc fingers, C2H2-type
99	98.7365	cp	BRD-A50928468	norgestrel	Progesterone receptor agonist
100	98.7155	kd	CGS001-3105	HLA-A	Immunoglobulin superfamily / C1-set domain containing
101	98.7085	kd	CGS001-10954	PDIA5	Protein disulfide isomerases
102	98.6882	kd	CGS001-5532	PPP3CB	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
103	98.674	cp	BRD-A69917777	aminopentamide	Acetylcholine receptor antagonist
104	98.6732	cp	BRD-A33084410	5'-guanidinonaltrindole	Opioid receptor antagonist
105	98.6608	kd	CGS001-114112	TXNRD3	-
106	98.6568	oe	ccsbBroad304_06058	CSNK2B	Casein kinase 2 (CK2) family
107	98.6568	oe	ccsbBroad304_02197	VPS26A	-
108	98.6325	kd	CGS001-8935	SKAP2	Pleckstrin homology (PH) domain containing
109	98.6147	kd	CGS001-378	ARF4	ADP-ribosylation factors
110	98.6105	oe	ccsbBroad304_07064	TH	Amino acid hydroxylases
111	98.5788	kd	CGS001-143	PARP4	Poly (ADP-ribose) polymerases
112	98.5788	kd	CGS001-1843	DUSP1	Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
113	98.5375	kd	CGS001-10793	ZNF273	Zinc fingers, C2H2-type
114	98.5178	oe	ccsbBroad304_07565	RBM6	G patch domain containing
115	98.4803	kd	CGS001-718	C3	Endogenous ligands
116	98.4727	oe	ccsbBroad304_02831	SGK3	SGK family
117	98.4695	kd	CGS001-54925	ZNF434	-
118	98.457	oe	ccsbBroad304_00519	ETFB	-
119	98.4252	oe	ccsbBroad304_04261	RAB1B	RAB, member RAS oncogene
120	98.4252	oe	ccsbBroad304_05963	CD44	CD molecules
121	98.4189	cp	BRD-A61392169	eliprodil	Glutamate receptor antagonist
122	98.4015	cp	BRD-A69636825	diltiazem	Calcium channel blocker
123	98.3974	kd	CGS001-7080	NKX2-1	Homeoboxes / ANTP class : NKL subclass
124	98.3875	kd	CGS001-10092	ARPC5	Actin related protein 2/3 complex subunits
125	98.3862	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
126	98.3789	oe	ccsbBroad304_05979	CDK9	Cyclin-dependent kinases, CDK9 subfamily
127	98.3784	cp	BRD-K17294426	clebopride	Dopamine receptor antagonist
128	98.366	kd	CGS001-22937	SCAP	WD repeat domain containing
129	98.3591	kd	CGS001-5546	PRCC	-
130	98.3587	kd	CGS001-114609	TIRAP	-
131	98.3409	oe	ccsbBroad304_07381	MAPKAPK2	MAPKAPK subfamily
132	98.3281	oe	ccsbBroad304_09768	ZNF366	Zinc fingers, C2H2-type
133	98.3037	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
134	98.2974	cp	BRD-K37516142	idebenone	Calcium channel modulator
135	98.2738	cc		Tyrosine Phosphatase Inhibitor	-
136	98.2506	kd	CGS001-6199	RPS6KB2	p70 subfamily
137	98.2497	oe	ccsbBroad304_00745	HLA-DRB4	Immunoglobulin superfamily / C1-set domain containing
138	98.2479	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
139	98.2399	oe	ccsbBroad304_00793	HSD17B4	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
140	98.2067	kd	CGS001-27430	MAT2B	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
141	98.2018	kd	CGS001-578	BAK1	-
142	98.1693	cp	BRD-A52588987	SKF-83566	Dopamine receptor antagonist
143	98.1588	kd	CGS001-1362	CPD	Carboxypeptidase A
144	98.1479	kd	CGS001-22903	BTBD3	BTB/POZ domain containing
145	98.1473	oe	ccsbBroad304_00632	GGCX	Carboxylases
146	98.1325	cc		Tachykinin Antagonist	-
147	98.0869	kd	CGS001-29116	MYLIP	-
148	98.0535	kd	CGS001-51728	POLR3K	RNA polymerase subunits
149	98.0312	oe	ccsbBroad304_08053	TAF5L	WD repeat domain containing
150	97.962	oe	ccsbBroad304_01854	MLLT10	Zinc fingers, PHD-type
151	97.9601	kd	CGS001-5567	PRKACB	Protein kinase A
152	97.9288	kd	CGS001-356	FASLG	Tumour necrosis factor (TNF) receptor family
153	97.9174	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
154	97.9027	oe	ccsbBroad304_00469	DUT	-
155	97.8935	cp	BRD-K20152659	gamma-homolinolenic-acid	Cholesterol inhibitor
156	97.8896	kd	CGS001-79894	ZNF672	Zinc fingers, C2H2-type
157	97.888	kd	CGS001-9589	WTAP	-
158	97.8778	kd	CGS001-89849	ATG16L2	WD repeat domain containing
159	97.8694	oe	ccsbBroad304_01378	RASA1	Pleckstrin homology (PH) domain containing
160	97.8408	kd	CGS001-7421	VDR	Vitamin D receptors
161	97.8322	cp	BRD-K10176267	L-701252	Glutamate receptor antagonist
162	97.8136	kd	CGS001-84811	BUD13	-
163	97.7767	oe	ccsbBroad304_03040	NKIRAS2	-
164	97.7278	cp	BRD-K84658672	nateglinide	-
165	97.6841	oe	ccsbBroad304_02837	BHMT2	-
166	97.677	kd	CGS001-2159	F10	Chymotrypsin
167	97.6411	cp	BRD-A94624445	bucladesine	-
168	97.6378	oe	ccsbBroad304_05417	P2RY8	GPCR / Class A : Purinergic receptors, P2Y
169	97.6257	oe	ccsbBroad304_06095	DFFB	-
170	97.605	cp	BRD-K87696786	LY-456236	Glutamate receptor antagonist
171	97.6038	cp	BRD-K85266041	DNQX	Glutamate receptor antagonist
172	97.5508	oe	ccsbBroad304_06993	SRD5A1	-
173	97.5452	oe	ccsbBroad304_00782	HPGD	Prostaglandin synthases
174	97.5402	kd	CGS001-3046	HBE1	-
175	97.5143	cp	BRD-K67868012	PI-103	MTOR inhibitor
176	97.431	kd	CGS001-5578	PRKCA	Delta subfamily
177	97.4062	oe	ccsbBroad304_06370	HLA-DMB	Immunoglobulin superfamily / C1-set domain containing
178	97.3986	kd	CGS001-160	AP2A1	-
179	97.3917	cp	BRD-K76723084	isotretinoin	Retinoid receptor agonist
180	97.3736	cp	BRD-A10188456	dexamethasone	-
181	97.3599	oe	ccsbBroad304_05527	GPR141	GPCR / Class A : Orphans
182	97.3599	oe	ccsbBroad304_03574	FBXW7	F-boxes / WD-40 domains
183	97.349	kd	CGS001-168374	ZNF92	Zinc fingers, C2H2-type
184	97.349	kd	CGS001-336	APOA2	Apolipoproteins
185	97.3136	oe	ccsbBroad304_03594	TNFRSF19	Tumour necrosis factor (TNF) receptor family
186	97.3136	oe	ccsbBroad304_01174	PEX13	-
187	97.3097	kd	CGS001-2783	GNB2	WD repeat domain containing
188	97.2997	oe	ccsbBroad304_01836	MAPKAPK3	MAPKAPK subfamily
189	97.2943	kd	CGS001-9520	NPEPPS	Aminopeptidase N
190	97.2124	kd	CGS001-6654	SOS1	Rho guanine nucleotide exchange factors
191	97.1746	oe	ccsbBroad304_00977	MAX	Basic helix-loop-helix proteins
192	97.1646	kd	CGS001-64241	ABCG8	ATP binding cassette transporters / subfamily G
193	97.1376	kd	CGS001-51495	PTPLAD1	-
194	97.1304	kd	CGS001-9014	TAF1B	-
195	97.1304	kd	CGS001-5888	RAD51	-
196	97.1285	oe	ccsbBroad304_01611	STAT6	SH2 domain containing
197	97.1171	cp	BRD-K29530284	amlexanox	Histamine receptor modulator
198	97.1104	kd	CGS001-51135	IRAK4	Interleukin-1 receptor-associated kinase (IRAK) family
199	97.0951	oe	ccsbBroad304_01155	CDK16	Cyclin-dependent kinases, TAIRE subfamily
200	97.0917	oe	ccsbBroad304_01013	MIF	-
201	97.059	kd	CGS001-8518	IKBKAP	Elongator acetyltransferase complex subunits
202	96.9937	kd	CGS001-29880	ALG5	Glycosyltransferase family 2 domain containing
203	96.9722	oe	ccsbBroad304_06007	CISH	SH2 domain containing
204	96.952	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
205	96.943	oe	ccsbBroad304_08093	DCPS	-
206	96.9424	kd	CGS001-3656	IRAK2	Interleukin-1 receptor-associated kinase (IRAK) family
207	96.9337	cp	BRD-K01902415	pirinixic-acid	PPAR receptor agonist
208	96.9291	cp	BRD-K30020243	aliskiren	Antihypertensive
209	96.8912	cp	BRD-K94689771	pinocembrin	CYP1B1 inhibitor
210	96.8844	kd	CGS001-79961	DENND2D	DENN/MADD domain containing
211	96.8624	kd	CGS001-8295	TRRAP	TRRAP subfamily
212	96.8366	cp	BRD-K26979635	NS-3694	Glutamate receptor antagonist
213	96.7979	oe	ccsbBroad304_06309	UTS2R	Urotensin receptor
214	96.7891	cp	BRD-K55127134	fluphenazine	Dopamine receptor antagonist
215	96.782	oe	ccsbBroad304_07287	HYAL2	-
216	96.7772	cp	BRD-A11170096	pravastatin	HMGCR inhibitor
217	96.7719	kd	CGS001-2885	GRB2	SH2 domain containing
218	96.7578	oe	ccsbBroad304_08645	BCCIP	-
219	96.7477	kd	CGS001-3054	HCFC1	-
220	96.7446	kd	CGS001-6188	RPS3	S ribosomal proteins
221	96.732	cp	BRD-A10969569	ambelline	Plant alkaloid
222	96.7249	cp	BRD-K13725475	rhodomyrtoxin	Cytotoxic agent
223	96.7029	cp	BRD-K53979406	ALX-5407	Glycine transporter inhibitor
224	96.6979	kd	CGS001-602	BCL3	Ankyrin repeat domain containing
225	96.6928	kd	CGS001-4724	NDUFS4	Mitochondrial respiratory chain complex / Complex I
226	96.6897	cp	BRD-K90574421	ipsapirone	Serotonin receptor agonist
227	96.6658	kd	CGS001-9377	COX5A	Mitochondrial respiratory chain complex
228	96.6477	cp	BRD-K76587808	fraxetin	Antioxidant
229	96.6473	cp	BRD-K87990216	piretanide	Glucocorticoid receptor agonist
230	96.6093	cp	BRD-K87048468	RS-102221	Serotonin receptor antagonist
231	96.5838	cp	BRD-K22385716	LY-303511	Casein kinase inhibitor
232	96.567	cp	BRD-A67981824	cefotaxime	Bacterial cell wall synthesis inhibitor
233	96.5632	kd	CGS001-6715	SRD5A1	-
234	96.5018	kd	CGS001-4258	MGST2	Glutathione S-transferases / Microsomal
235	96.5016	cp	BRD-A69960130	bromocriptine	Dopamine receptor agonist
236	96.4717	cp	BRD-A83255679	BRD-A83255679	-
237	96.4711	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
238	96.4532	kd	CGS001-26128	KIAA1279	-
239	96.4335	oe	ccsbBroad304_00774	HOXA10	Homeoboxes / ANTP class : HOXL subclass
240	96.4154	kd	CGS001-6335	SCN9A	Voltage-gated sodium channels
241	96.3715	oe	ccsbBroad304_06538	LSP1	-
242	96.3682	cp	BRD-K80315159	DPPE	Histamine receptor antagonist
243	96.3555	oe	ccsbBroad304_00757	HMGA1	High-mobility group / Canonical
244	96.3505	cp	BRD-K10870738	CDC	Lipoxygenase inhibitor
245	96.3219	cp	BRD-A84493640	atovaquone	Mitochondrial electron transport inhibitor
246	96.3034	cp	BRD-K19507340	megestrol	-
247	96.2722	cc		Dopamine Receptor Grp1	-
248	96.2633	oe	ccsbBroad304_01985	EIF3H	-
249	96.2558	kd	CGS001-93185	IGSF8	CD molecules
250	96.2541	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
251	96.2232	cp	BRD-K73319509	PF-04217903	c-Met inhibitor
252	96.1721	cp	BRD-K60184833	tyrphostin-46	Tyrosine kinase inhibitor
253	96.1246	kd	CGS001-8435	SOAT2	-
254	96.11	cp	BRD-A62025033	temsirolimus	MTOR inhibitor
255	96.1093	oe	ccsbBroad304_03147	IL20	Interleukins and interleukin receptors
256	96.0645	kd	CGS001-54499	TMCO1	-
257	96.0561	cp	BRD-K36927236	glibenclamide	Sulfonylurea
258	96.0547	kd	CGS001-5058	PAK1	PAKA subfamily
259	96.0167	oe	ccsbBroad304_03122	RHOD	-
260	96.0167	oe	ccsbBroad304_00810	HYAL1	-
261	96.0167	oe	ccsbBroad304_04933	GPR119	GPCR / Class A : Orphans
262	95.9857	oe	ccsbBroad304_01340	PTPN2	Protein tyrosine phosphatases
263	95.9514	cp	BRD-K81847782	scandenin	Plant compound with antimicrobial activity
264	95.8917	cp	BRD-K36529613	PU-H71	HSP inhibitor
265	95.8844	kd	CGS001-57504	MTA3	GATA zinc finger domain containing
266	95.8708	oe	ccsbBroad304_01546	SLC7A1	SLC7 family
267	95.8616	kd	CGS001-8321	FZD1	GPCR / Class F : Frizzled receptors
268	95.8265	kd	CGS001-4601	MXI1	Basic helix-loop-helix proteins
269	95.7912	kd	CGS001-10482	NXF1	-
270	95.7663	cp	BRD-K24526313	levcromakalim	Potassium channel activator
271	95.7613	kd	CGS001-2118	ETV4	ETS Transcription Factors
272	95.7599	cp	BRD-A48257147	PHCCC	Glutamate receptor agonist
273	95.749	oe	ccsbBroad304_11714	ATMIN	Zinc fingers, C2H2-type
274	95.7443	cp	BRD-K10098805	rhapontin	Apoptosis stimulant
275	95.7354	kd	CGS001-1500	CTNND1	Catenins
276	95.6918	oe	ccsbBroad304_00794	HSF1	-
277	95.6878	oe	ccsbBroad304_01190	PHKG2	Phosphorylase kinase (PHK) family
278	95.6392	cp	BRD-K99696746	fatostatin	SREBP inhibitor
279	95.6092	kd	CGS001-127540	HMGB4	High-mobility group / Canonical
280	95.6048	kd	CGS001-57018	CCNL1	-
281	95.6026	cp	BRD-K68867920	quetiapine	Dopamine receptor antagonist
282	95.5702	kd	CGS001-6584	SLC22A5	Organic zwitterions/cation transporters (OCTN)
283	95.5515	oe	ccsbBroad304_00115	ASPH	-
284	95.5179	kd	CGS001-2793	GNGT2	-
285	95.5118	oe	ccsbBroad304_01234	POLB	DNA polymerases
286	95.5072	oe	ccsbBroad304_08452	PIH1D1	-
287	95.5072	oe	ccsbBroad304_02285	MED6	-
288	95.4609	oe	ccsbBroad304_01373	RAN	-
289	95.4402	oe	ccsbBroad304_03239	DCXR	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
290	95.4195	cp	BRD-A45543382	metrizamide	Radiopaque medium
291	95.4145	oe	ccsbBroad304_01540	SLC2A1	Solute carriers
292	95.3675	kd	CGS001-839	CASP6	Caspases
293	95.3366	cp	BRD-A09925278	etilefrine	Adrenergic receptor agonist
294	95.303	kd	CGS001-10558	SPTLC1	Serine palmitoyltransferase
295	95.2962	kd	CGS001-51311	TLR8	Toll-like receptor family
296	95.295	cp	BRD-K86887724	dofetilide	Potassium channel blocker
297	95.2763	oe	ccsbBroad304_01094	NFKBIB	Ankyrin repeat domain containing
298	95.1997	oe	ccsbBroad304_05833	APEH	Prolyl oligopeptidase
299	95.1992	cp	BRD-K11757396	BRD-K11757396	-
300	95.1594	cp	BRD-A18620900	estriol	Estrogen receptor agonist
301	95.1093	kd	CGS001-56521	DNAJC12	Heat shock proteins / DNAJ (HSP40)
302	95.0812	cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor
303	95.0722	kd	CGS001-84765	ZNF577	Zinc fingers, C2H2-type
304	95.0492	kd	CGS001-2697	GJA1	Ion channels / Gap junction proteins (connexins)
305	95.0423	kd	CGS001-7153	TOP2A	DNA Topoisomerases
306	95.0153	kd	CGS001-8409	UXT	-
307	95.0069	kd	CGS001-54821	ERCC6L	-
308	95.0045	cp	BRD-A63546914	RO-04-5595	Glutamate receptor antagonist
309	94.9304	cp	BRD-K10065684	dantron	Laxative
310	94.929	oe	ccsbBroad304_01515	SDHD	Mitochondrial respiratory chain complex / Complex II
311	94.9111	kd	CGS001-1997	ELF1	ETS Transcription Factors
312	94.8963	oe	ccsbBroad304_08266	PIPOX	-
313	94.8722	cp	BRD-K83636919	entacapone	Catechol O methyltransferase inhibitor
314	94.8681	oe	ccsbBroad304_01663	TFF2	-
315	94.8649	kd	CGS001-9124	PDLIM1	-
316	94.8372	cp	BRD-K49945136	GR-113808	Serotonin receptor antagonist
317	94.8248	cp	BRD-A73859745	glycodeoxycholic-acid	Apoptosis stimulant
318	94.8238	kd	CGS001-23081	KDM4C	Histone demethylases
319	94.795	cp	BRD-A83695761	chromanol	Potassium channel blocker
320	94.7631	cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist
321	94.7445	cp	BRD-K64857848	XMD-885	Leucine rich repeat kinase inhibitor
322	94.7326	kd	CGS001-3162	HMOX1	Haem oxygenase
323	94.674	cp	BRD-A85472596	L-670596	Prostanoid receptor antagonist
324	94.6735	oe	ccsbBroad304_01392	TRIM27	-
325	94.6541	kd	CGS001-22944	KIN	-
326	94.6439	kd	CGS001-2773	GNAI3	-
327	94.6326	cp	BRD-K66412701	pazufloxacin	Topoisomerase inhibitor
328	94.6271	oe	ccsbBroad304_02772	ICMT	-
329	94.6252	kd	CGS001-975	CD81	CD molecules
330	94.6222	kd	CGS001-708	C1QBP	-
331	94.616	kd	CGS001-7167	TPI1	-
332	94.5969	cp	BRD-K92870997	pterostilbene	Cyclooxygenase inhibitor
333	94.5697	oe	ccsbBroad304_03047	BZW2	-
334	94.5325	cp	BRD-A37959677	estrone	-
335	94.517	kd	CGS001-9326	ZNHIT3	Zinc fingers, HIT-type
336	94.5075	kd	CGS001-1595	CYP51A1	Cytochrome P450s
337	94.483	oe	ccsbBroad304_06845	RARRES3	-
338	94.452	kd	CGS001-8655	DYNLL1	Cytoplasmic dyneins
339	94.4363	cp	BRD-A47065382	huperzine-a	-
340	94.4276	cp	BRD-A92670106	tocainide	Sodium channel blocker
341	94.4183	cp	BRD-K03842655	penitrem-a	Potassium channel blocker
342	94.4138	oe	ccsbBroad304_02618	DIDO1	Zinc fingers, PHD-type
343	94.4019	kd	CGS001-5868	RAB5A	RAB, member RAS oncogene
344	94.3974	kd	CGS001-9441	MED26	-
345	94.3956	oe	ccsbBroad304_02565	RALBP1	-
346	94.3574	oe	ccsbBroad304_00492	EIF5A	-
347	94.345	cp	BRD-K43468059	byssochlamic-acid	Mycotoxin
348	94.3399	cp	BRD-K53414658	tivozanib	VEGFR inhibitor
349	94.3022	oe	ccsbBroad304_01741	UBE2V1	Ubiquitin-conjugating enzymes E2
350	94.2963	cp	BRD-K04430056	7-nitroindazole	nitric oxide synthase inhibitor
351	94.2941	cc		Progesterone Agonist	-
352	94.293	kd	CGS001-10023	FRAT1	-
353	94.2874	kd	CGS001-7046	TGFBR1	Type I receptor serine/threonine kinases
354	94.2473	cp	BRD-K36862742	hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor
355	94.2146	kd	CGS001-10489	LRRC41	-
356	94.168	cp	BRD-A31800922	procyclidine	Acetylcholine receptor antagonist
357	94.164	oe	ccsbBroad304_01831	TUBA1A	Tubulins
358	94.1531	oe	ccsbBroad304_01584	SPARC	-
359	94.1187	cp	BRD-A04706586	bucladesine	Adenosine receptor agonist
360	94.1161	kd	CGS001-5471	PPAT	Phosphoribosyl pyrophosphate amidotransferase
361	94.054	oe	ccsbBroad304_10846	GGT1	CD molecules
362	94.0529	kd	CGS001-7965	AIMP2	-
363	94.0354	oe	ccsbBroad304_00770	HOXA2	Homeoboxes / ANTP class : HOXL subclass
364	94.0154	kd	CGS001-11214	AKAP13	A-kinase anchor proteins
365	93.9787	oe	ccsbBroad304_00207	CALM2	EF-hand domain containing
366	93.9324	oe	ccsbBroad304_01623	SUPT4H1	-
367	93.9316	kd	CGS001-51741	WWOX	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2
368	93.9062	kd	CGS001-2115	ETV1	ETS Transcription Factors
369	93.8978	cp	BRD-K29173907	isoflupredone	Glucocorticoid receptor agonist
370	93.8472	cp	BRD-K00184207	GR-206	Aryl hydrocarbon receptor ligand
371	93.8284	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
372	93.7811	cp	BRD-K60274257	dephostatin	Tyrosine phosphatase inhibitor
373	93.7726	kd	CGS001-7832	BTG2	-
374	93.7499	cp	BRD-K90333595	phentolamine	Adrenergic receptor antagonist
375	93.7036	cp	BRD-K67847053	guanabenz	Adrenergic receptor agonist
376	93.6818	kd	CGS001-4486	MST1R	Type X RTKs: HGF (hepatocyte growth factor) receptor family
377	93.677	oe	ccsbBroad304_02653	PRAF2	-
378	93.6686	cp	BRD-A68589262	troxipide	Glucosamine synthetase stimulant
379	93.6455	kd	CGS001-58477	SRPRB	-
380	93.6353	cp	BRD-A37492983	iocetamic-acid	Radiopaque medium
381	93.6137	cp	BRD-K13087974	4,5-dianilinophthalimide	EGFR inhibitor
382	93.6112	cp	BRD-A61189834	BRD-A61189834	-
383	93.606	cp	BRD-K71726959	BRD-K71726959	-
384	93.6014	oe	ccsbBroad304_03445	UGT1A1	UDP glucuronosyltransferases
385	93.5642	cp	BRD-K92428153	mycophenolate-mofetil	Dehydrogenase inhibitor
386	93.5618	oe	ccsbBroad304_08313	ZNF581	Zinc fingers, C2H2-type
387	93.5458	kd	CGS001-9412	MED21	-
388	93.5424	oe	ccsbBroad304_01238	POLR2D	RNA polymerase subunits
389	93.5226	cp	BRD-K47635719	dexamethasone	-
