Rank	Score	Type	ID	Name	Description
159	97.9776	kd	CGS001-1843	DUSP1	Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
160	97.9745	kd	CGS001-10621	POLR3F	RNA polymerase subunits
161	97.962	oe	ccsbBroad304_00360	CREB1	basic leucine zipper proteins
162	97.962	oe	ccsbBroad304_09225	BUD13	-
163	97.9503	kd	CGS001-6257	RXRB	Retinoid X receptors
164	97.9242	cp	BRD-K63165456	norcyclobenzaprine	Adrenergic receptor agonist
165	97.9157	oe	ccsbBroad304_07780	POLG2	DNA polymerases
166	97.8883	cp	BRD-A97035593	BRD-A97035593	-
167	97.8747	kd	CGS001-64921	CASD1	-
168	97.8415	cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor
169	97.826	oe	ccsbBroad304_07920	NUP62	-
170	97.8097	cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor
171	97.7863	kd	CGS001-2735	GLI1	Zinc fingers, C2H2-type
172	97.7658	cp	BRD-A61189834	BRD-A61189834	-
173	97.7589	kd	CGS001-51451	LCMT1	-
174	97.7358	kd	CGS001-140612	ZFP28	Zinc fingers, C2H2-type
175	97.7304	oe	ccsbBroad304_00644	GCLC	-
176	97.7145	cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor
177	97.7117	cp	BRD-K82143716	flucytosine	Antifungal
178	97.6841	oe	ccsbBroad304_07287	HYAL2	-
179	97.6516	cp	BRD-K70976396	cefoxitin	Bacterial cell wall synthesis inhibitor
180	97.6477	cp	BRD-K11905747	spectinomycin	Bacterial 30S ribosomal subunit inhibitor
181	97.6344	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
182	97.6204	kd	CGS001-1959	EGR2	Zinc fingers, C2H2-type
183	97.6019	kd	CGS001-10269	ZMPSTE24	-
184	97.5948	oe	ccsbBroad304_02019	IL18RAP	CD molecules
185	97.58	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
186	97.5571	cp	BRD-A64092382	mexiletine	Sodium channel blocker
187	97.5441	cp	BRD-K66353228	zoxazolamine	Myorelaxant
188	97.535	cc		Na-K-Cl Transporter Inhibitor	-
189	97.5284	cp	BRD-A52886023	antimycin-a	-
190	97.5199	kd	CGS001-10131	TRAP1	Heat shock proteins / HSPC
191	97.4963	cp	BRD-K76698671	HNHA	HDAC inhibitor
192	97.4899	kd	CGS001-7004	TEAD4	-
193	97.4856	kd	CGS001-10444	ZER1	ZYG11 cell cycle regulator family
194	97.4507	kd	CGS001-9841	ZBTB24	BTB/POZ domain containing
195	97.449	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
196	97.438	cp	BRD-K93568044	hydrocortisone	-
197	97.4272	kd	CGS001-79139	DERL1	-
198	97.4041	kd	CGS001-129685	TAF8	-
199	97.3732	cp	BRD-K04185004	oxybuprocaine	Local anesthetic
200	97.349	kd	CGS001-23236	PLCB1	Phosphoinositide-specific phospholipase C
201	97.3306	cp	BRD-K71266197	PSB-06126	NTPDase inhibitor
202	97.2455	cp	BRD-K48970916	danazol	-
203	97.2034	kd	CGS001-139378	GPR112	Adhesion Class GPCRs
204	97.1849	cp	BRD-K73838513	cinacalcet	Calcium channel activator
205	97.1746	oe	ccsbBroad304_02136	COPS2	-
206	97.1378	kd	CGS001-64147	KIF9	Kinesins
207	97.1283	oe	ccsbBroad304_01388	RELB	NFkappaB transcription factor family
208	97.0912	cp	BRD-K18855837	varenicline	Acetylcholine receptor agonist
209	97.0354	cp	BRD-A79903587	tegafur	Thymidylate synthase inhibitor
210	96.973	kd	CGS001-8732	RNGTT	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
211	96.9591	kd	CGS001-10841	FTCD	-
212	96.951	cp	BRD-K90864987	cobalt(II)-chloride	HSP inducer
213	96.9391	kd	CGS001-8703	B4GALT3	Beta 4-glycosyltransferases
214	96.9301	cp	BRD-A69512159	carbidopa	Aromatic L-amino acid decarboxylase inhibitor
215	96.9186	cp	BRD-K75089421	procainamide	Sodium channel blocker
216	96.9117	kd	CGS001-64783	RBM15	RNA binding motif (RRM) containing
217	96.9075	kd	CGS001-286530	P2RY8	GPCR / Class A : Purinergic receptors, P2Y
218	96.9061	cp	BRD-K15402119	huperzine-a	Acetylcholinesterase inhibitor
219	96.8511	kd	CGS001-161	AP2A2	-
220	96.8465	oe	ccsbBroad304_05823	ANXA2	Annexins
221	96.8297	kd	CGS001-2834	PRLHR	GPCR / Class A : RF amide peptide receptors
222	96.8071	cp	BRD-K46212057	voriconazole	Cytochrome P450 inhibitor
223	96.7586	cp	BRD-A93477898	PETCM	Caspase activator
224	96.7557	cp	BRD-K56064827	EI-273	PKC inhibitor
225	96.7473	cp	BRD-K63151507	MNITMT	Lymphocyte inhibitor
226	96.7417	cp	BRD-K22631935	neurodazine	Neurogenesis of non-pluripotent C2C12 myoblast inducer
227	96.7366	oe	ccsbBroad304_02709	SCMH1	Sterile alpha motif (SAM) domain containing
228	96.7249	cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent
229	96.7197	kd	CGS001-169026	SLC30A8	SLC30 zinc transporter family
230	96.7051	kd	CGS001-84527	ZNF559	Zinc fingers, C2H2-type
231	96.6468	cp	BRD-K86873305	piperacillin	Bacterial cell wall synthesis inhibitor
232	96.6433	kd	CGS001-55893	ZNF395	Zinc fingers, C2H2-type
233	96.6302	kd	CGS001-168374	ZNF92	Zinc fingers, C2H2-type
234	96.5505	kd	CGS001-10094	ARPC3	Actin related protein 2/3 complex subunits
235	96.5379	oe	ccsbBroad304_00861	IL13RA1	IL-2 receptor family
236	96.5225	kd	CGS001-328	APEX1	-
237	96.5186	kd	CGS001-84433	CARD11	-
238	96.4888	cp	BRD-K25311561	KU-55933	ATM kinase inhibitor
239	96.4394	cp	BRD-K34098590	tienilic-acid	Sodium/potassium/chloride transporter inhibitor
240	96.4128	kd	CGS001-6857	SYT1	Synaptotagmins
241	96.4095	cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist
242	96.3627	oe	ccsbBroad304_02964	TIMM9	-
243	96.3481	kd	CGS001-126823	KLHDC9	-
244	96.2882	cp	BRD-K32795028	1-benzylimidazole	Thromboxane synthase inhibitor
245	96.2495	cp	BRD-A92630576	trimebutine	Opioid receptor agonist
246	96.2488	kd	CGS001-29982	NRBF2	-
247	96.2438	kd	CGS001-65264	UBE2Z	Ubiquitin-conjugating enzymes E2
248	96.2153	kd	CGS001-6775	STAT4	SH2 domain containing
249	96.1952	cp	BRD-K62363391	dapsone	Bacterial antifolate
250	96.1372	cp	BRD-K60476892	YC-1	Guanylyl cyclase activator
251	96.125	kd	CGS001-91949	COG7	Components of oligomeric golgi complex
252	96.1155	kd	CGS001-10046	MAMLD1	-
253	96.0555	kd	CGS001-3586	IL10	Interleukins and interleukin receptors
254	96.0284	cp	BRD-K70751730	BRD-K70751730	-
255	96.0179	kd	CGS001-7541	ZFP161	-
256	96.0076	kd	CGS001-5744	PTHLH	Endogenous ligands
257	95.995	kd	CGS001-51022	GLRX2	-
258	95.9796	cp	BRD-K98763141	niflumic-acid	Cyclooxygenase inhibitor
259	95.9536	cp	BRD-K69470111	montelukast	-
260	95.9195	oe	ccsbBroad304_01967	PPAP2A	Lipid phosphate phosphatases
261	95.8982	oe	ccsbBroad304_08531	ZNF331	Zinc fingers, C2H2-type
262	95.8901	cp	BRD-K65910366	KUC103904N	-666
263	95.8852	cp	BRD-K13927029	retinol	Retinoid receptor ligand
264	95.8341	cp	BRD-K14888893	minoxidil	KATP activator
265	95.8051	kd	CGS001-7046	TGFBR1	Type I receptor serine/threonine kinases
266	95.7905	cp	BRD-A04308630	genipin	Choleretic agent
267	95.7851	kd	CGS001-26959	HBP1	-
268	95.7641	kd	CGS001-114785	MBD6	-
269	95.7612	oe	ccsbBroad304_06670	OGG1	-
270	95.7498	cp	BRD-K76723084	isotretinoin	Retinoid receptor agonist
271	95.7035	kd	CGS001-6510	SLC1A5	Alanine/serine/cysteine transporter subfamily
272	95.7004	cp	BRD-K54529596	captopril	ACE inhibitor
273	95.6631	kd	CGS001-9945	GFPT2	-
274	95.6483	kd	CGS001-92609	TIMM50	Serine/threonine phosphatases / CTD aspartate-based phosphatases
275	95.5828	cp	BRD-K85925969	zalcitabine	Nucleoside reverse transcriptase inhibitor
276	95.5795	kd	CGS001-8771	TNFRSF6B	Tumour necrosis factor (TNF) receptor family
277	95.5561	cp	BRD-K38449220	seneciphylline	Cytochrome P450 inhibitor
278	95.5535	oe	ccsbBroad304_03533	CDCA8	-
279	95.5446	cp	BRD-K48168960	propylthiouracil	Thyroid peroxidase inhibitor
280	95.537	cp	BRD-K06221026	DUP-697	Cyclooxygenase inhibitor
281	95.4721	kd	CGS001-27154	BRPF3	Non-enzymatic BRD containing proteins
282	95.4207	cp	BRD-A29485665	bicalutamide	Androgen receptor antagonist
283	95.4131	cp	BRD-K45888792	huperzine-a	-
284	95.4011	kd	CGS001-9156	EXO1	-
285	95.3719	cp	BRD-K86465814	HO-013	PPAR receptor agonist
286	95.3221	kd	CGS001-1287	COL4A5	Collagens
287	95.2853	cp	BRD-A91555231	norepinephrine	Adrenergic receptor agonist
288	95.2527	kd	CGS001-7538	ZFP36	RING-type (C3HC4) zinc fingers
289	95.241	kd	CGS001-3934	LCN2	Lipocalins
290	95.2362	kd	CGS001-3488	IGFBP5	insulin-like growth factor (IGF) binding proteins
291	95.2207	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
292	95.1883	kd	CGS001-2958	GTF2A2	General transcription factors
293	95.183	oe	ccsbBroad304_03951	NARFL	-
294	95.1538	kd	CGS001-9868	TOMM70A	Tetratricopeptide (TTC) repeat domain containing
295	95.1496	cp	BRD-K67680372	CI-966	GAT inhibitor
296	95.1488	cp	BRD-K78278890	NM-PP1	Mutant kinase inhibitor
297	95.1406	kd	CGS001-122809	SOCS4	SH2 domain containing
298	95.1303	cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor
299	95.0903	oe	ccsbBroad304_06450	ILK	Ankyrin repeat domain containing
300	95.0679	cp	BRD-K93433262	alfacalcidol	Vitamin D receptor agonist
301	95.046	cp	BRD-K33226500	indinavir	HIV protease inhibitor
302	95.0458	oe	ccsbBroad304_02011	TNFRSF6B	Tumour necrosis factor (TNF) receptor family
303	95.0047	oe	ccsbBroad304_02285	MED6	-
304	94.9986	kd	CGS001-160	AP2A1	-
305	94.9825	kd	CGS001-10308	ZNF267	Zinc fingers, C2H2-type
306	94.9825	kd	CGS001-4316	MMP7	Matrix metallopeptidase
307	94.9669	kd	CGS001-2565	GABRG1	GABA receptors
308	94.9169	oe	ccsbBroad304_07245	PPFIBP2	Sterile alpha motif (SAM) domain containing
309	94.9165	kd	CGS001-2773	GNAI3	-
310	94.8937	cp	BRD-A07395371	esmolol	Adrenergic receptor antagonist
311	94.8124	oe	ccsbBroad304_06801	PSMB10	Proteasome (prosome, macropain) subunits
312	94.8104	cp	BRD-K43164539	cholic-acid	Bile acid
313	94.7657	cp	BRD-K63343048	orlistat	Lipase inhibitor
314	94.7405	cp	BRD-A00100033	nifurtimox	DNA inhibitor
315	94.7155	kd	CGS001-8321	FZD1	GPCR / Class F : Frizzled receptors
316	94.6832	kd	CGS001-204219	CERS3	Homeoboxes / CERS class
317	94.6735	oe	ccsbBroad304_01609	STAT3	SH2 domain containing
318	94.6628	cp	BRD-K92413528	thiazolidinecarboxylic-acid	Reducing agent
319	94.6295	kd	CGS001-55193	PBRM1	Non-enzymatic BRD containing proteins
320	94.5197	cp	BRD-K95808480	taxifolin	-
321	94.5114	cp	BRD-K06902185	minoxidil	-
322	94.4844	cp	BRD-K90333595	phentolamine	Adrenergic receptor antagonist
323	94.4759	kd	CGS001-80237	ELL3	-
324	94.4658	cp	BRD-K99922388	DPO-1	Potassium channel blocker
325	94.4471	cp	BRD-K22429181	retinol	-
326	94.4284	cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist
327	94.413	oe	ccsbBroad304_00240	CCNH	General transcription factor IIH complex subunits
328	94.3948	cp	BRD-K20401833	BRD-K20401833	-
329	94.3943	oe	ccsbBroad304_06651	NOV	-
330	94.3623	kd	CGS001-116535	MRGPRF	GPCR / Class A : Orphans
331	94.3576	kd	CGS001-57491	AHRR	Basic helix-loop-helix proteins
332	94.3535	oe	ccsbBroad304_02330	G3BP1	RNA binding motif (RRM) containing
333	94.3492	oe	ccsbBroad304_00688	GRB2	SH2 domain containing
334	94.3029	oe	ccsbBroad304_03532	ANKZF1	Ankyrin repeat domain containing
335	94.256	kd	CGS001-9014	TAF1B	-
336	94.2416	cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist
337	94.2405	kd	CGS001-1827	RCAN1	-
338	94.2343	cp	BRD-K94070024	depomedrol	Glucocorticoid receptor agonist
339	94.2342	kd	CGS001-4282	MIF	-
340	94.2227	kd	CGS001-1622	DBI	-
341	94.2061	kd	CGS001-3656	IRAK2	Interleukin-1 receptor-associated kinase (IRAK) family
342	94.1956	cp	BRD-K19796430	erismodegib	Smoothened receptor antagonist
343	94.1827	cp	BRD-K86434416	selegiline	Monoamine oxidase inhibitor
344	94.1514	kd	CGS001-2553	GABPB1	Ankyrin repeat domain containing
345	94.1432	cp	BRD-K56334280	amonafide	Topoisomerase inhibitor
346	94.1377	kd	CGS001-5104	SERPINA5	Serine (or cysteine) peptidase inhibitors
347	94.1358	cp	BRD-K81169441	cerivastatin	HMGCR inhibitor
348	94.1051	cp	BRD-K84036904	testosterone	-
349	94.0859	oe	ccsbBroad304_03497	TXNL4B	-
350	94.082	cp	BRD-K87573634	propylpyrazole	Estrogen receptor agonist
351	94.0615	cp	BRD-K92577649	GBR-13069	-
352	94.0369	oe	ccsbBroad304_01735	UBE2D1	Ubiquitin-conjugating enzymes E2
353	94.0319	cp	BRD-A75935363	atracurium	Acetylcholine receptor antagonist
354	93.9765	cp	BRD-K54472332	elvitegravir	HIV integrase inhibitor
355	93.904	kd	CGS001-2119	ETV5	ETS Transcription Factors
356	93.8171	kd	CGS001-290	ANPEP	Aminopeptidase N
357	93.8002	oe	ccsbBroad304_02560	RNPS1	RNA binding motif (RRM) containing
358	93.7737	cp	BRD-K23204545	busulfan	DNA inhibitor
359	93.7573	oe	ccsbBroad304_00817	IDH2	-
360	93.7252	cp	BRD-K03440695	boldine	Acetylcholine receptor antagonist
361	93.6871	oe	ccsbBroad304_06435	RBPJ	-
362	93.6868	kd	CGS001-1508	CTSB	Cathepsins
363	93.6829	cp	BRD-K80738081	resveratrol	Cytochrome P450 inhibitor
364	93.6532	oe	ccsbBroad304_01483	SAT1	-
365	93.5776	kd	CGS001-5501	PPP1CC	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
366	93.5698	cp	BRD-K91696562	orantinib	FGFR inhibitor
367	93.5684	cp	BRD-K48300629	zonisamide	Sodium channel blocker
368	93.5579	cp	BRD-A63445921	nicardipine	-
369	93.5505	oe	ccsbBroad304_00226	CAV1	-
370	93.5442	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
371	93.5298	kd	CGS001-3269	HRH1	Histamine receptors
372	93.5183	cp	BRD-A16754160	ampicillin	Bacterial cell wall synthesis inhibitor
373	93.5045	oe	ccsbBroad304_05763	ACTB	-
374	93.4777	oe	ccsbBroad304_03119	C16ORF5	-
375	93.4682	kd	CGS001-51380	CSAD	-
376	93.4672	kd	CGS001-84647	PLA2G12B	-
377	93.4496	kd	CGS001-148156	ZNF558	Zinc fingers, C2H2-type
378	93.4408	kd	CGS001-3589	IL11	Endogenous ligands
379	93.433	cp	BRD-A91008255	bepridil	Calcium channel blocker
380	93.3808	oe	ccsbBroad304_09020	RUFY1	Zinc fingers, FYVE domain containing
381	93.3382	kd	CGS001-10206	TRIM13	RING-type (C3HC4) zinc fingers
382	93.3315	kd	CGS001-5499	PPP1CA	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
383	93.3302	oe	ccsbBroad304_02801	CASP14	Caspases
384	93.2857	kd	CGS001-139135	PASD1	-
385	93.255	kd	CGS001-79960	PHF17	-
386	93.1836	oe	ccsbBroad304_07941	FBXO7	F-boxes / other
387	93.0987	oe	ccsbBroad304_02028	SOCS2	SH2 domain containing
388	93.0823	cp	BRD-K20986251	lithocholic-acid	FXR antagonist
389	93.0347	kd	CGS001-9189	ZBED1	Pseudoautosomal regions / PAR1
390	93.0142	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
