Rank	Score	Type	ID	Name	Description
160	97.082	oe	ccsbBroad304_06320	FFAR1	Fatty acid receptors
161	97.065	kd	CGS001-10227	MFSD10	-
162	97.0269	oe	ccsbBroad304_06411	HSPA9	Heat shock proteins / HSP70
163	97.0233	cp	BRD-A50928468	norgestrel	Progesterone receptor agonist
164	97.0139	kd	CGS001-139135	PASD1	-
165	96.9918	cp	BRD-K20986251	lithocholic-acid	FXR antagonist
166	96.9581	cp	BRD-A26095496	clobetasol	Glucocorticoid receptor agonist
167	96.8993	cp	BRD-K16621777	enobosarm	Androgen receptor modulator
168	96.8967	oe	ccsbBroad304_01131	OXCT1	-
169	96.8853	kd	CGS001-102	ADAM10	ADAM metallopeptidase domain containing
170	96.8553	kd	CGS001-701	BUB1B	Bub family
171	96.8529	kd	CGS001-29083	GTPBP8	-
172	96.8504	oe	ccsbBroad304_10024	ZNF680	Zinc fingers, C2H2-type
173	96.822	cp	BRD-K14609189	BRD-K14609189	-
174	96.8012	oe	ccsbBroad304_07680	NEK6	NIMA (never in mitosis gene a)- related kinase (NEK) family
175	96.781	cp	BRD-K39670393	amthamine	Histamine receptor agonist
176	96.7432	kd	CGS001-9971	NR1H4	Liver X receptor-like receptors
177	96.7327	kd	CGS001-8767	RIPK2	Receptor interacting protein kinase (RIPK) family
178	96.701	oe	ccsbBroad304_08925	ZNF576	Zinc fingers, C2H2-type
179	96.6885	oe	ccsbBroad304_02566	MORF4L1	-
180	96.6883	oe	ccsbBroad304_08255	ZNF219	Zinc fingers, C2H2-type
181	96.685	oe	ccsbBroad304_03080	C16ORF80	-
182	96.6754	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
183	96.6075	cp	BRD-K81272440	dantrolene	Calcium channel blocker
184	96.5858	kd	CGS001-5163	PDK1	-
185	96.5678	oe	ccsbBroad304_11054	PRKAR2A	Protein kinase A
186	96.5262	oe	ccsbBroad304_04817	GABPB2	Ankyrin repeat domain containing
187	96.496	kd	CGS001-11098	PRSS23	Serine peptidases / Serine peptidases
188	96.4419	cp	BRD-K37270826	mifepristone	-
189	96.4228	cp	BRD-K74913225	brinzolamide	Carbonic anhydrase inhibitor
190	96.4167	cp	BRD-K07888107	depudecin	HDAC inhibitor
191	96.3967	cp	BRD-K79353516	indolophenanthridine	CALY activator
192	96.3908	cp	BRD-K20482099	rutin	Antioxidant
193	96.3409	oe	ccsbBroad304_07169	ZNF174	Zinc fingers, C2H2-type
194	96.2779	kd	CGS001-6129	RPL7	L ribosomal proteins
195	96.2564	kd	CGS001-3635	INPP5D	Inositol polyphosphate phosphatases
196	96.2362	kd	CGS001-382	ARF6	ADP-ribosylation factors
197	96.2276	cp	BRD-K19284129	salvinorin-a	Opioid receptor agonist
198	96.2243	kd	CGS001-23361	ZNF629	Zinc fingers, C2H2-type
199	96.1982	cp	BRD-K19360254	ergocornine	Dopamine receptor agonist
200	96.1376	kd	CGS001-662	BNIP1	-
201	96.094	oe	ccsbBroad304_00688	GRB2	SH2 domain containing
202	96.063	oe	ccsbBroad304_09954	PTRF	-
203	96.0432	oe	ccsbBroad304_00600	FYN	Src family
204	96.034	kd	CGS001-10558	SPTLC1	Serine palmitoyltransferase
205	95.9731	cp	BRD-K70511574	sunitinib	PLK inhibitor
206	95.9704	oe	ccsbBroad304_00155	CCND1	-
207	95.897	kd	CGS001-84109	QRFPR	GPCR / Class A : RF amide peptide receptors
208	95.8069	kd	CGS001-55179	FAIM	-
209	95.7851	oe	ccsbBroad304_02337	SLC25A13	Mitochondrial amino acid transporter subfamily
210	95.7789	kd	CGS001-10397	NDRG1	-
211	95.7568	cp	BRD-K88761633	BRD-K88761633	-
212	95.7468	cp	BRD-K05901394	terguride	Dopamine receptor agonist
213	95.7465	kd	CGS001-10617	STAMBP	-
214	95.6908	oe	ccsbBroad304_04534	HN1L	-
215	95.6873	kd	CGS001-5366	PMAIP1	-
216	95.6204	kd	CGS001-7424	VEGFC	-
217	95.6012	oe	ccsbBroad304_01065	NDUFA3	Mitochondrial respiratory chain complex / Complex I
218	95.5617	kd	CGS001-5985	RFC5	ATPases / AAA-type
219	95.513	kd	CGS001-7534	YWHAZ	-
220	95.4892	kd	CGS001-4751	NEK2	NIMA (never in mitosis gene a)- related kinase (NEK) family
221	95.4803	cp	BRD-K62353524	DY-131	Estrogen receptor agonist
222	95.4504	kd	CGS001-5832	ALDH18A1	Aldehyde dehydrogenases
223	95.4337	oe	ccsbBroad304_07906	DDAH2	Dimethylarginine dimethylaminohydrolases
224	95.4246	oe	ccsbBroad304_06840	RAP1GDS1	Armadillo repeat containing
225	95.3871	cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist
226	95.3767	kd	CGS001-3957	LGALS2	Lectins, galactoside-binding
227	95.3731	cp	BRD-A09495397	bicuculline	GABA receptor antagonist
228	95.342	kd	CGS001-5584	PRKCI	Iota subfamily
229	95.3219	oe	ccsbBroad304_05937	CASP7	Caspases
230	95.298	kd	CGS001-23291	FBXW11	F-boxes / WD-40 domains
231	95.2977	oe	ccsbBroad304_04801	ZNF543	Zinc fingers, C2H2-type
232	95.2891	kd	CGS001-10957	PNRC1	-
233	95.2871	kd	CGS001-10725	NFAT5	Nuclear factor of activated T-cells
234	95.2195	cp	BRD-K25991148	warfarin	-
235	95.1436	kd	CGS001-64241	ABCG8	ATP binding cassette transporters / subfamily G
236	95.1256	cp	BRD-K24526313	levcromakalim	Potassium channel activator
237	95.1007	oe	ccsbBroad304_05767	ACVR1	Type I receptor serine/threonine kinases
238	95.0717	cp	BRD-A54880345	etomidate	GABA receptor modulator
239	95.0329	cp	BRD-K63915849	AS-604850	PI3K inhibitor
240	94.9686	kd	CGS001-115727	RASGRP4	EF-hand domain containing
241	94.9268	cp	BRD-A64227845	SKF-77434	Dopamine receptor agonist
242	94.9258	oe	ccsbBroad304_02466	ARPC1A	Actin related protein 2/3 complex subunits
243	94.9194	kd	CGS001-23011	RAB21	RAB, member RAS oncogene
244	94.9173	kd	CGS001-1019	CDK4	Cyclin-dependent kinases, CDK4 subfamily
245	94.8877	cp	BRD-K81521265	dicyclohexylurea	Epoxide hydolase inhibitor
246	94.8679	oe	ccsbBroad304_02002	RNMT	-
247	94.8587	oe	ccsbBroad304_10157	LHX8	Homeoboxes / LIM class
248	94.8512	kd	CGS001-23585	TMEM50A	-
249	94.8436	oe	ccsbBroad304_07531	TANK	-
250	94.8188	kd	CGS001-25885	POLR1A	RNA polymerase subunits
251	94.7874	kd	CGS001-6884	TAF13	-
252	94.7722	oe	ccsbBroad304_05948	CCND2	-
253	94.7666	kd	CGS001-63948	DMRTB1	-
254	94.7655	cp	BRD-K06234293	LY-364947	TGF beta receptor inhibitor
255	94.7642	cp	BRD-K32696739	noreleagnine	Monoamine oxidase inhibitor
256	94.7589	kd	CGS001-10161	LPAR6	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
257	94.7291	cp	BRD-K18135438	chenodeoxycholic-acid	11-beta-HSD1 inhibitor
258	94.729	kd	CGS001-999	CDH1	CD molecules
259	94.7256	cp	BRD-K45252063	clofibrate	PPAR receptor agonist
260	94.6521	kd	CGS001-55328	RNLS	-
261	94.6224	oe	ccsbBroad304_04053	DERL1	-
262	94.582	cp	BRD-A35623999	CGP-37157	L-type calcium channel blocker
263	94.5522	kd	CGS001-5599	MAPK8	MAPK:JNK subfamily
264	94.5455	cp	BRD-A49447682	desoximetasone	-
265	94.5193	kd	CGS001-51742	ARID4B	-
266	94.5122	kd	CGS001-2617	GARS	Aminoacyl tRNA synthetases / Class II
267	94.4923	kd	CGS001-58492	ZNF77	Zinc fingers, C2H2-type
268	94.4894	kd	CGS001-10887	PROKR1	GPCR / Class A : Prokineticin receptors
269	94.4796	oe	ccsbBroad304_00811	ICAM1	CD molecules
270	94.4399	kd	CGS001-79135	APOO	Apolipoproteins
271	94.4377	oe	ccsbBroad304_03437	DDX49	DEAD-boxes
272	94.4148	oe	ccsbBroad304_03861	ZNF77	Zinc fingers, C2H2-type
273	94.3997	cp	BRD-K54094468	remoxipride	Dopamine receptor antagonist
274	94.3505	cp	BRD-K31699485	DMEOB	glutamate receptor modulator
275	94.3389	cp	BRD-K75641298	metoclopramide	Dopamine receptor antagonist
276	94.3386	kd	CGS001-25793	FBXO7	F-boxes / other
277	94.3248	kd	CGS001-25824	PRDX5	-
278	94.2716	oe	ccsbBroad304_07411	LPXN	-
279	94.258	kd	CGS001-6697	SPR	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
280	94.219	kd	CGS001-1591	CYP24A1	Cytochrome P450s
281	94.2162	kd	CGS001-7695	ZNF136	Zinc fingers, C2H2-type
282	94.2012	kd	CGS001-3098	HK1	-
283	94.1789	cp	BRD-A97437073	rosiglitazone	Insulin sensitizer
284	94.1599	kd	CGS001-51720	UIMC1	-
285	94.13	kd	CGS001-9131	AIFM1	-
286	94.1278	oe	ccsbBroad304_04406	PLA2G12B	-
287	94.0798	kd	CGS001-9016	SLC25A14	Mitochondrial uncoupling proteins
288	94.0772	oe	ccsbBroad304_04713	MAS1L	GPCR / Class A : Orphans
289	94.0709	cp	BRD-K73290745	ICI-199441	Opioid receptor agonist
290	93.9882	cp	BRD-K80334323	noretynodrel	-
291	93.9837	kd	CGS001-1409	CRYAA	Heat shock proteins / HSPB
292	93.983	kd	CGS001-1843	DUSP1	Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
293	93.9787	oe	ccsbBroad304_03382	ZAK	MLK subfamily
294	93.9699	oe	ccsbBroad304_06449	ILF3	-
295	93.946	oe	ccsbBroad304_04655	TRIM9	-
296	93.9455	oe	ccsbBroad304_01832	PAX8	Paired boxes
297	93.9324	oe	ccsbBroad304_03396	FGFRL1	Immunoglobulin superfamily / I-set domain containing
298	93.8861	oe	ccsbBroad304_00880	IRF2	-
299	93.8558	cp	BRD-A01346607	flumetasone	Glucocorticoid receptor agonist
300	93.8183	kd	CGS001-1460	CSNK2B	Casein kinase 2 (CK2) family
301	93.813	cp	BRD-K89162000	tandutinib	FLT3 inhibitor
302	93.79	cp	BRD-K00313977	BRD-K00313977	-
303	93.7685	oe	ccsbBroad304_06770	PRKAA1	AMPK subfamily
304	93.7652	oe	ccsbBroad304_01531	SHC1	SH2 domain containing
305	93.741	cp	BRD-A02006392	nitrendipine	-
306	93.7281	oe	ccsbBroad304_04294	ATG10	-
307	93.7158	kd	CGS001-130497	OSR1	Zinc fingers, C2H2-type
308	93.7077	kd	CGS001-79716	NPEPL1	Leucyl aminopeptidase
309	93.6541	cp	BRD-K05434375	HA-1004	Calcium channel blocker
310	93.641	oe	ccsbBroad304_01903	HIST2H2BE	Histones / Replication-dependent
311	93.616	oe	ccsbBroad304_07245	PPFIBP2	Sterile alpha motif (SAM) domain containing
312	93.5936	cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist
313	93.5891	kd	CGS001-3459	IFNGR1	Interferon receptor family
314	93.5733	oe	ccsbBroad304_06685	PAH	Amino acid hydroxylases
315	93.5285	cp	BRD-K46137903	prednicarbate	Phospholipase activator
316	93.5157	kd	CGS001-83933	HDAC10	Histone deacetylases
317	93.4789	oe	ccsbBroad304_04240	CLPB	Ankyrin repeat domain containing
318	93.4554	oe	ccsbBroad304_02368	TIMM17B	-
319	93.4063	cp	BRD-K19352500	prochlorperazine	Dopamine receptor antagonist
320	93.392	kd	CGS001-55423	SIRPG	Immunoglobulin superfamily / C1-set domain containing
321	93.355	kd	CGS001-147179	WIPF2	-
322	93.3333	cp	BRD-A14395271	mesoridazine	Dopamine receptor antagonist
323	93.3182	oe	ccsbBroad304_02469	SLC35A1	SLC35 family of nucleotide sugar transporters
324	93.3083	cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist
325	93.3051	oe	ccsbBroad304_04257	SPRY4	-
326	93.2715	cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor
327	93.27	cp	BRD-K43887077	dopamine	Dopamine receptor agonist
328	93.2416	kd	CGS001-122011	CSNK1A1L	Casein kinase 1 (CK1) family
329	93.2414	kd	CGS001-58528	RRAGD	-
330	93.145	oe	ccsbBroad304_07754	FGFR1OP	-
331	93.1352	cp	BRD-K08206212	entecavir	Reverse transcriptase inhibitor
332	93.072	cp	BRD-K63550407	erythromycin	NFkB pathway inhibitor
333	93.0636	kd	CGS001-116512	MRGPRD	GPCR / Class A : Orphans
334	93.013	oe	ccsbBroad304_03599	BATF3	basic leucine zipper proteins
335	92.9637	oe	ccsbBroad304_02128	GPR55	GPCR / Class A : Orphans
336	92.9597	oe	ccsbBroad304_02455	CREB3	basic leucine zipper proteins
337	92.9569	cp	BRD-K50388907	fenofibrate	PPAR receptor agonist
338	92.9375	oe	ccsbBroad304_05838	APOC2	Apolipoproteins
339	92.9134	oe	ccsbBroad304_05148	SLC30A8	SLC30 zinc transporter family
340	92.8478	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
341	92.8046	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
342	92.7921	kd	CGS001-4837	NNMT	-
343	92.7739	oe	ccsbBroad304_02432	IFI30	-
344	92.7313	cp	BRD-K82983861	GW-0742	PPAR receptor agonist
345	92.7294	cp	BRD-K20401833	BRD-K20401833	-
346	92.706	kd	CGS001-4173	MCM4	-
347	92.672	kd	CGS001-10180	RBM6	G patch domain containing
348	92.6545	kd	CGS001-64077	LHPP	-
349	92.6114	kd	CGS001-168374	ZNF92	Zinc fingers, C2H2-type
350	92.5909	cp	BRD-K53737926	amitriptyline	Norepinephrine inhibitor
351	92.5679	kd	CGS001-7106	TSPAN4	Tetraspanins
352	92.565	kd	CGS001-6196	RPS6KA2	RSK subfamily
353	92.5631	kd	CGS001-55324	ABCF3	ATP binding cassette transporters / subfamily F
354	92.5473	kd	CGS001-25932	CLIC4	Ion channels / Chloride channels : Intracellular
355	92.5467	cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist
356	92.5203	cp	BRD-K54790157	trioxsalen	DNA synthesis inhibitor
357	92.5161	cp	BRD-K06080977	eicosatetraynoic-acid	Cyclooxygenase inhibitor
358	92.5127	kd	CGS001-821	CANX	-
359	92.4513	kd	CGS001-8517	IKBKG	Zinc fingers, C2HC-type containing
360	92.3907	cp	BRD-K57718010	pentylenetetrazol	GABA receptor antagonist
361	92.3799	kd	CGS001-5796	PTPRK	Receptor tyrosine phosphatases (RTP)
362	92.3576	oe	ccsbBroad304_01684	TNF	Tumor necrosis factor (ligand) superfamily
363	92.3329	kd	CGS001-10783	NEK6	NIMA (never in mitosis gene a)- related kinase (NEK) family
364	92.3318	kd	CGS001-3682	ITGAE	Integrins
365	92.2434	oe	ccsbBroad304_05757	ACADS	-
366	92.2406	cp	BRD-A01317026	7,8-dihydro-L-biopterin	Dihydroneopterin aldolase inhibitor
367	92.1852	cp	BRD-K21009077	BRD-K21009077	-
368	92.1833	oe	ccsbBroad304_00752	HMGB3	High-mobility group / Canonical
369	92.1271	cp	BRD-K47105409	AG-490	-
370	92.0701	oe	ccsbBroad304_02778	TGDS	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
371	92.0533	kd	CGS001-23659	PLA2G15	-
372	92.0476	cp	BRD-K08890269	CO-102862	Sodium channel blocker
373	92.0359	oe	ccsbBroad304_03683	APOM	Apolipoproteins
374	91.9974	kd	CGS001-9217	VAPB	-
375	91.9418	cp	BRD-K23913458	coumarin	Vitamin K antagonist
376	91.9243	cp	BRD-K45158365	valsartan	Angiotensin receptor antagonist
377	91.9154	cp	BRD-K88701661	dimercaptosuccinic-acid	Chelating agent
378	91.8987	cp	BRD-A93206962	L-755507	Adrenergic receptor agonist
379	91.8399	oe	ccsbBroad304_01452	RPS13	S ribosomal proteins
380	91.8362	kd	CGS001-10198	MPHOSPH9	-
381	91.7572	kd	CGS001-317705	VN1R5	GPCR / Unclassified : Vomeronasal receptors, type 1
382	91.7332	kd	CGS001-2878	GPX3	-
383	91.7252	cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator
384	91.7046	kd	CGS001-1385	CREB1	basic leucine zipper proteins
385	91.6881	cp	BRD-K06926592	tretinoin	Retinoid receptor agonist
386	91.6714	cp	BRD-A80641450	FR-139317	Endothelin receptor antagonist
387	91.5819	oe	ccsbBroad304_06236	XRCC6	XRCC DNA Repair
388	91.5702	oe	ccsbBroad304_05000	ZNF524	Zinc fingers, C2H2-type
389	91.53	kd	CGS001-2495	FTH1	-
390	91.4484	oe	ccsbBroad304_01735	UBE2D1	Ubiquitin-conjugating enzymes E2
391	91.423	cp	BRD-K30351863	BRD-K30351863	-
