Rank	Score	Type	ID	Name	Description
83	98.143	cp	BRD-K45252063	clofibrate	PPAR receptor agonist
84	98.138	oe	ccsbBroad304_04683	ZNF689	Zinc fingers, C2H2-type
85	98.1132	kd	CGS001-1591	CYP24A1	Cytochrome P450s
86	98.1106	oe	ccsbBroad304_01701	TPI1	-
87	98.101	oe	ccsbBroad304_01675	TK1	-
88	98.0833	kd	CGS001-6427	SRSF2	RNA binding motif (RRM) containing
89	98.0533	kd	CGS001-9886	RHOBTB1	BTB/POZ domain containing
90	98.0411	kd	CGS001-57026	PDXP	-
91	98.0272	cp	BRD-K80527266	triacsin-c	Adrenergic receptor antagonist
92	97.9837	cp	BRD-K70693222	BRD-K70693222	-
93	97.9833	cp	BRD-K42452249	EO-1428	p38 MAPK inhibitor
94	97.9635	kd	CGS001-25800	SLC39A6	SLC39 family of metal ion transporters
95	97.9629	kd	CGS001-1848	DUSP6	Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
96	97.962	oe	ccsbBroad304_02123	RPS6KA5	MSK subfamily
97	97.9512	cp	BRD-K14204120	ranitidine	-
98	97.948	kd	CGS001-253260	RICTOR	-
99	97.9478	cp	BRD-K16664969	GTP-14564	FLT3 inhibitor
100	97.9335	kd	CGS001-25805	BAMBI	-
101	97.9036	kd	CGS001-115560	ZNF501	Zinc fingers, C2H2-type
102	97.9036	kd	CGS001-57804	POLD4	DNA polymerases
103	97.8992	oe	ccsbBroad304_07362	NMI	-
104	97.8762	cp	BRD-K08589866	linsitinib	IGF-1 inhibitor
105	97.8694	oe	ccsbBroad304_04114	SUV39H2	Histone methyltransferases (HMTs)
106	97.8585	cp	BRD-K45446451	JZL-184	Monoacylglucerol lipase inhibitor
107	97.8336	oe	ccsbBroad304_08053	TAF5L	WD repeat domain containing
108	97.7925	oe	ccsbBroad304_09774	ZNF92	Zinc fingers, C2H2-type
109	97.7886	cp	BRD-K48970916	danazol	-
110	97.7561	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
111	97.7468	cp	BRD-K98769987	flumazenil	Benzodiazepine receptor antagonist
112	97.7467	oe	ccsbBroad304_02778	TGDS	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
113	97.7339	cp	BRD-K39823328	VU-0366037-2	Glutamate receptor modulator
114	97.7304	oe	ccsbBroad304_04565	COG7	Components of oligomeric golgi complex
115	97.6767	cp	BRD-K92301463	16,16-dimethylprostaglandin-e2	Prostanoid receptor agonist
116	97.6585	cp	BRD-K84175871	pseudoephedrine	Adrenergic receptor agonist
117	97.6585	cp	BRD-K36927236	glibenclamide	Sulfonylurea
118	97.634	kd	CGS001-2752	GLUL	-
119	97.634	kd	CGS001-842	CASP9	Caspases
120	97.6295	cp	BRD-K60298136	ITE	Aryl hydrocarbon receptor agonist
121	97.621	cp	BRD-A83255679	BRD-A83255679	-
122	97.6196	cp	BRD-K70577657	H-9	PKA inhibitor
123	97.6073	oe	ccsbBroad304_02337	SLC25A13	Mitochondrial amino acid transporter subfamily
124	97.6041	kd	CGS001-115509	ZNF689	Zinc fingers, C2H2-type
125	97.5779	cp	BRD-K14791739	fluticasone	Glucocorticoid receptor agonist
126	97.5621	cp	BRD-K83010055	VU-0415374-1	Glutamate receptor modulator
127	97.5602	cp	BRD-U44700465	HG-5-88-01	Protein kinase inhibitor
128	97.5508	cp	BRD-K14329163	BAY-K8644	Calcium channel activator
129	97.5461	cp	BRD-K74236984	UNC-0321	Histone lysine methyltransferase inhibitor
130	97.5452	oe	ccsbBroad304_00532	F11	Chymotrypsin
131	97.5308	kd	CGS001-121549	ASCL4	Basic helix-loop-helix proteins
132	97.4988	oe	ccsbBroad304_03264	UBAP1	-
133	97.4717	kd	CGS001-9377	COX5A	Mitochondrial respiratory chain complex
134	97.4699	kd	CGS001-5478	PPIA	Cis-trans-isomerases
135	97.4309	cp	BRD-K93095519	SJ-172550	MDM inhibitor
136	97.4244	kd	CGS001-7733	ZNF180	Zinc fingers, C2H2-type
137	97.4194	kd	CGS001-10401	PIAS3	Zinc fingers, MIZ-type
138	97.417	oe	ccsbBroad304_01673	TIMP3	-
139	97.4062	oe	ccsbBroad304_06257	GATA2	GATA zinc finger domain containing
140	97.4019	cp	BRD-A30655177	LFM-A13	BTK inhibitor
141	97.3969	kd	CGS001-2119	ETV5	ETS Transcription Factors
142	97.3802	cp	BRD-K48692744	NU-1025	PARP inhibitor
143	97.3611	cp	BRD-A93659613	GR-89696	Opioid receptor agonist
144	97.3046	kd	CGS001-54899	PXK	Slob family
145	97.3008	cp	BRD-K27450477	EHNA	Adenosine deaminase inhibitor
146	97.2799	kd	CGS001-10644	IGF2BP2	RNA binding motif (RRM) containing
147	97.2733	kd	CGS001-6658	SOX3	SRY (sex determining region Y)-boxes
148	97.2683	cp	BRD-U66370498	androstanol	CAR antagonist
149	97.2416	cp	BRD-K40992116	parachlorophenol	Anti-infective
150	97.2231	kd	CGS001-10736	SIX2	Homeoboxes / SINE class
151	97.2224	kd	CGS001-3593	IL12B	Interleukins and interleukin receptors
152	97.2147	kd	CGS001-317705	VN1R5	GPCR / Unclassified : Vomeronasal receptors, type 1
153	97.2033	cp	BRD-K68095457	palmitoylethanolamide	Cannabinoid receptor agonist
154	97.1717	cp	BRD-K33572481	taurodeoxycholic-acid	Bile acid
155	97.1704	oe	ccsbBroad304_02452	NXF1	-
156	97.162	kd	CGS001-57222	ERGIC1	-
157	97.1384	cp	BRD-K65261396	tacrolimus	-
158	97.132	cp	BRD-K63979671	etifenin	Compound used in hepatobiliary scans of the liver
159	97.1291	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
160	97.1283	oe	ccsbBroad304_00762	FOXA3	Forkhead boxes
161	97.1249	kd	CGS001-26227	PHGDH	-
162	97.1057	cp	BRD-K26573499	DMAB-anabaseine	Adrenergic receptor agonist
163	97.1033	kd	CGS001-1072	CFL1	-
164	97.065	kd	CGS001-2322	FLT3	Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family
165	97.0585	kd	CGS001-302	ANXA2	Annexins
166	97.0494	cp	BRD-K47639036	flavoxate	Acetylcholine receptor antagonist
167	97.0073	cp	BRD-K07888196	tyrphostin-AG-538	IGF-1 inhibitor
168	97.0038	kd	CGS001-3735	KARS	Aminoacyl tRNA synthetases / Class II
169	96.9881	cp	BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	Chymotrypsin inhibitor
170	96.9834	kd	CGS001-55504	TNFRSF19	Tumour necrosis factor (TNF) receptor family
171	96.9756	cp	BRD-A96882008	L-732138	Tachykinin antagonist
172	96.9748	kd	CGS001-23081	KDM4C	Histone demethylases
173	96.9663	cp	BRD-K32656671	BRD-K32656671	-
174	96.9618	cp	BRD-A41451487	PK-11195	Benzodiazepine receptor antagonist
175	96.9431	cp	BRD-K17378184	prestwick-559	Dopamine receptor agonist
176	96.9335	cp	BRD-A24891640	nimodipine	-
177	96.9152	kd	CGS001-133522	PPARGC1B	RNA binding motif (RRM) containing
178	96.9152	kd	CGS001-10632	ATP5L	ATPases / F-type
179	96.87	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
180	96.8644	kd	CGS001-2963	GTF2F2	General transcription factors
181	96.8504	oe	ccsbBroad304_01278	PRKACB	Protein kinase A
182	96.8504	oe	ccsbBroad304_05939	CBLB	RING-type (C3HC4) zinc fingers
183	96.8455	cp	BRD-K72029282	probucol	Atherogenesis inhibitor
184	96.8452	oe	ccsbBroad304_03235	TUBD1	Tubulins
185	96.8367	cp	BRD-K59222562	BRD-K59222562	-
186	96.8254	kd	CGS001-7695	ZNF136	Zinc fingers, C2H2-type
187	96.8254	kd	CGS001-10813	UTP14A	-
188	96.8041	oe	ccsbBroad304_00975	MAT2A	-
189	96.8041	oe	ccsbBroad304_02612	DUSP14	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
190	96.8041	oe	ccsbBroad304_03179	BOLA1	-
191	96.7606	kd	CGS001-9455	HOMER2	-
192	96.7457	oe	ccsbBroad304_08742	ZNF398	Zinc fingers, C2H2-type
193	96.7355	kd	CGS001-7504	XK	Blood group antigens
194	96.7355	kd	CGS001-5066	PAM	-
195	96.7338	cp	BRD-K43887077	dopamine	Dopamine receptor agonist
196	96.7154	cp	BRD-K36009368	NNC-63-0532	Opioid receptor agonist
197	96.7114	oe	ccsbBroad304_02576	MLLT11	-
198	96.6799	cp	BRD-K60218670	BRD-K60218670	-
199	96.6659	oe	ccsbBroad304_00424	DBI	-
200	96.6362	oe	ccsbBroad304_11405	UBE3C	-
201	96.635	kd	CGS001-2997	GYS1	Glycosyltransferase group 1 domain containing
202	96.6288	oe	ccsbBroad304_06155	ELF1	ETS Transcription Factors
203	96.6188	oe	ccsbBroad304_00865	ILF2	-
204	96.6149	kd	CGS001-9784	SNX17	Sorting nexins
205	96.5725	oe	ccsbBroad304_07401	TXNL1	-
206	96.5577	kd	CGS001-3336	HSPE1	Heat Shock Proteins / Chaperonins
207	96.5559	kd	CGS001-64135	IFIH1	-
208	96.5431	cp	BRD-K87919739	tyrphostin-AG-825	Receptor tyrosine protein kinase inhibitor
209	96.5086	kd	CGS001-3778	KCNMA1	Calcium-activated potassium channels
210	96.5068	cp	BRD-A93424738	dexamethasone	Glucocorticoid receptor agonist
211	96.5056	cp	BRD-K50018155	RS-67506	Serotonin receptor partial agonist
212	96.496	kd	CGS001-124961	ZFP3	Zinc fingers, C2H2-type
213	96.496	kd	CGS001-10400	PEMT	-
214	96.496	kd	CGS001-1390	CREM	basic leucine zipper proteins
215	96.4899	cp	BRD-A04327189	synephrine	Adrenergic receptor agonist
216	96.4684	oe	ccsbBroad304_04053	DERL1	-
217	96.4553	cp	BRD-A20589515	dihydroxyphenylglycine	Glutamate receptor agonist
218	96.4468	oe	ccsbBroad304_02157	MED21	-
219	96.4335	oe	ccsbBroad304_02044	EIF2S2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
220	96.4002	cp	BRD-K37848908	ceforanide	Penicillin binding protein inhibitor
221	96.3902	cp	BRD-K26664453	cytochalasin-b	Microtubule inhibitor
222	96.3803	kd	CGS001-27035	NOX1	-
223	96.3533	kd	CGS001-3480	IGF1R	Type II RTKs: Insulin receptor family
224	96.3522	kd	CGS001-10887	PROKR1	GPCR / Class A : Prokineticin receptors
225	96.3435	oe	ccsbBroad304_00655	GNB2	WD repeat domain containing
226	96.3263	kd	CGS001-84775	ZNF607	Zinc fingers, C2H2-type
227	96.3252	cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor
228	96.3097	kd	CGS001-23	ABCF1	ATP binding cassette transporters / subfamily F
229	96.3035	cp	BRD-A16694057	bisphenol-a	PPAR receptor antagonist
230	96.2927	cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist
231	96.2829	oe	ccsbBroad304_00383	SLC25A10	Mitochondrial di- and tri-carboxylic acid transporter subfamily
232	96.2564	kd	CGS001-94234	FOXQ1	Forkhead boxes
233	96.2546	cp	BRD-K03600606	catechin	Beta secretase inhibitor
234	96.2504	cp	BRD-K38323065	phenacetin	Cyclooxygenase inhibitor
235	96.2483	oe	ccsbBroad304_04909	ZNF572	Zinc fingers, C2H2-type
236	96.2348	cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist
237	96.2019	oe	ccsbBroad304_00987	MCM3	-
238	96.1959	kd	CGS001-8905	AP1S2	-
239	96.1867	kd	CGS001-5245	PHB	-
240	96.164	cp	BRD-A93255169	thalidomide	TNF production inhibitor
241	96.1563	kd	CGS001-55608	ANKRD10	Ankyrin repeat domain containing
242	96.112	cp	BRD-A34907681	rutin	-
243	96.1093	oe	ccsbBroad304_03371	RAB23	RAB, member RAS oncogene
244	96.105	oe	ccsbBroad304_11277	HAT1	Histone acetyltransferases (HATs)
245	96.0858	kd	CGS001-87	ACTN1	EF-hand domain containing
246	96.0841	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
247	96.054	kd	CGS001-5696	PSMB8	Proteasome (prosome, macropain) subunits
248	96.0345	kd	CGS001-286530	P2RY8	GPCR / Class A : Purinergic receptors, P2Y
249	96.0167	oe	ccsbBroad304_02467	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferases
250	96	cp	BRD-K64610608	EMF-bca1-57	caspase inhibitor
251	95.9828	cp	BRD-K35128472	2-aminopurine	Serine/threonine kinase inhibitor
252	95.9704	oe	ccsbBroad304_01189	PHF1	Zinc fingers, PHD-type
253	95.9704	oe	ccsbBroad304_06183	EWSR1	RNA binding motif (RRM) containing
254	95.943	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
255	95.9362	oe	ccsbBroad304_10212	GRHL3	-
256	95.8989	oe	ccsbBroad304_12492	RBM15	RNA binding motif (RRM) containing
257	95.897	kd	CGS001-55654	TMEM127	-
258	95.875	kd	CGS001-51742	ARID4B	-
259	95.8642	kd	CGS001-51015	ISOC1	-
260	95.859	kd	CGS001-2171	FABP5	Fatty acid-binding proteins
261	95.8557	kd	CGS001-10670	RRAGA	-
262	95.8419	kd	CGS001-4485	MST1	-
263	95.8371	kd	CGS001-11336	EXOC3	-
264	95.825	cp	BRD-K04430056	7-nitroindazole	nitric oxide synthase inhibitor
265	95.8057	kd	CGS001-5529	PPP2R5E	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
266	95.7945	kd	CGS001-2817	GPC1	Proteoglycans / Cell Surface : Glypicans
267	95.7659	cp	BRD-K61829047	7b-cis	Exportin antagonist
268	95.7559	oe	ccsbBroad304_01013	MIF	-
269	95.741	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
270	95.7091	cp	BRD-A62182663	YK-4279	Apoptosis stimulant
271	95.6969	cp	BRD-K19985802	BRD-K19985802	-
272	95.6925	oe	ccsbBroad304_00811	ICAM1	CD molecules
273	95.6917	cp	BRD-K35189033	levonorgestrel	-
274	95.6648	cp	BRD-A38898897	GW-311616	Leukocyte elastase inhibitor
275	95.6608	cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor
276	95.6509	oe	ccsbBroad304_00626	GDI1	-
277	95.6347	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
278	95.6051	cp	BRD-K66707493	lawsone	Coloring agent
279	95.5975	kd	CGS001-5618	PRLR	Prolactin receptor family
280	95.5975	kd	CGS001-9612	NCOR2	-
281	95.5662	kd	CGS001-4091	SMAD6	SMADs
282	95.5598	cp	BRD-K84421793	BRD-K84421793	-
283	95.5388	kd	CGS001-26229	B3GAT3	Beta-1,3-glucuronyltransferases
284	95.5248	cp	BRD-K51066026	aminoindazole	Ionophore
285	95.5222	cp	BRD-K00959089	thenoyltrifluoroacetone	Chelating agent
286	95.5074	kd	CGS001-10782	ZNF274	Zinc fingers, C2H2-type
287	95.5041	cp	BRD-K88761633	BRD-K88761633	-
288	95.4796	cp	BRD-A71009679	KUC103420N	-666
289	95.4777	kd	CGS001-51588	PIAS4	Zinc fingers, MIZ-type
290	95.4555	oe	ccsbBroad304_05931	CAPG	-
291	95.4178	kd	CGS001-3297	HSF1	-
292	95.4178	kd	CGS001-3149	HMGB3	High-mobility group / Canonical
293	95.4141	cp	BRD-A49734948	foliosidine	Plant alkaloid
294	95.3736	cp	BRD-K68620903	dydrogesterone	Progesterone receptor agonist
295	95.3623	cp	BRD-K14767410	SC-560	Cyclooxygenase inhibitor
296	95.3557	kd	CGS001-949	SCARB1	-
297	95.354	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
298	95.3534	kd	CGS001-3656	IRAK2	Interleukin-1 receptor-associated kinase (IRAK) family
299	95.3411	kd	CGS001-1869	E2F1	-
300	95.3403	oe	ccsbBroad304_02447	ATP5H	ATPases / F-type
301	95.3397	cp	BRD-K02715688	hydrastine	Tyrosine hydroxylase inhibitor
302	95.3279	kd	CGS001-10793	ZNF273	Zinc fingers, C2H2-type
303	95.3279	kd	CGS001-3706	ITPKA	Inositol 1,4,5-trisphosphate 3-kinases
304	95.3261	kd	CGS001-1460	CSNK2B	Casein kinase 2 (CK2) family
305	95.313	kd	CGS001-4853	NOTCH2	Ankyrin repeat domain containing
306	95.2805	kd	CGS001-10237	SLC35B1	SLC35 family of nucleotide sugar transporters
307	95.2773	kd	CGS001-8334	HIST1H2AC	Histones / Replication-dependent
308	95.2733	kd	CGS001-10614	HEXIM1	-
309	95.2523	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
310	95.2293	oe	ccsbBroad304_05907	BUB1B	Bub family
311	95.2146	kd	CGS001-353345	GPR141	GPCR / Class A : Orphans
312	95.2061	kd	CGS001-7031	TFF1	-
313	95.1873	kd	CGS001-23576	DDAH1	Dimethylarginine dimethylaminohydrolases
314	95.183	oe	ccsbBroad304_02361	MFSD10	-
315	95.1583	oe	ccsbBroad304_07565	RBM6	G patch domain containing
316	95.1513	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
317	95.1482	kd	CGS001-1173	AP2M1	-
318	95.1442	cp	BRD-K83637872	SANT-1	Smoothened receptor antagonist
319	95.1366	oe	ccsbBroad304_00977	MAX	Basic helix-loop-helix proteins
320	95.1219	cp	BRD-K60274257	dephostatin	Tyrosine phosphatase inhibitor
321	95.1183	kd	CGS001-2495	FTH1	-
322	95.1138	cp	BRD-A19661776	mianserin	Serotonin receptor antagonist
323	95.0994	kd	CGS001-23523	CABIN1	-
324	95.0894	cp	BRD-K82823076	RO-15-4513	GABA benzodiazepine site receptor inverse agonist
325	95.0732	kd	CGS001-5211	PFKL	-
326	95.0466	cp	BRD-K07888107	depudecin	HDAC inhibitor
327	95.0464	oe	ccsbBroad304_03565	ADI1	-
328	95.0461	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
329	95.0275	kd	CGS001-211	ALAS1	-
330	95.0244	cp	BRD-K91900765	VX-745	p38 MAPK inhibitor
331	95.0206	cp	BRD-K23583188	lavendustin-a	EGFR inhibitor
332	94.9948	kd	CGS001-8623	ASMTL	Pseudoautosomal regions / PAR1
333	94.9488	cp	BRD-K86958018	olvanil	TRPV agonist
334	94.9419	kd	CGS001-4221	MEN1	-
335	94.9409	kd	CGS001-10099	TSPAN3	Tetraspanins
336	94.9253	oe	ccsbBroad304_08734	ZNF490	Zinc fingers, C2H2-type
337	94.9207	kd	CGS001-18	ABAT	GABA turnover
338	94.9179	oe	ccsbBroad304_03415	GFOD1	-
339	94.9152	kd	CGS001-5550	PREP	Prolyl oligopeptidase
340	94.8881	kd	CGS001-29079	MED4	-
341	94.8619	kd	CGS001-51530	ZC3HC1	Zinc fingers, C3HC-type
342	94.8616	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
343	94.8174	kd	CGS001-22933	SIRT2	Histone deacetylases
344	94.8124	oe	ccsbBroad304_06670	OGG1	-
345	94.8122	cp	BRD-K02590140	O-2050	Cannabinoid receptor antagonist
346	94.8045	kd	CGS001-2857	GPR34	GPCR / Class A : Orphans
347	94.7974	kd	CGS001-5460	POU5F1	Homeoboxes / POU class
348	94.7889	kd	CGS001-5361	PLXNA1	Plexins
349	94.7841	oe	ccsbBroad304_03444	PAF1	-
350	94.7661	cp	BRD-K73285375	BRD-K73285375	-
351	94.7613	kd	CGS001-5261	PHKG2	Phosphorylase kinase (PHK) family
352	94.7589	kd	CGS001-3177	SLC29A2	SLC29 family
353	94.7198	oe	ccsbBroad304_00081	APOC3	Apolipoproteins
354	94.7152	kd	CGS001-5048	PAFAH1B1	WD repeat domain containing
355	94.6976	cp	BRD-K88759641	EMD-66684	Angiotensin receptor antagonist
356	94.6962	kd	CGS001-7345	UCHL1	Ubiquitin C-terminal hydrolase
357	94.6911	kd	CGS001-91754	NEK9	NIMA (never in mitosis gene a)- related kinase (NEK) family
358	94.6734	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
359	94.6715	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
360	94.6608	kd	CGS001-9140	ATG12	-
361	94.6574	kd	CGS001-501	ALDH7A1	Aldehyde dehydrogenases
362	94.6244	oe	ccsbBroad304_06654	NPM1	-
363	94.6203	cp	BRD-K70241288	L-692585	Growth hormone releasing peptide ligand agonist
364	94.6115	oe	ccsbBroad304_02955	MYCBP	-
365	94.6091	kd	CGS001-55958	KLHL9	BTB/POZ domain containing
366	94.5981	cp	BRD-K95609758	BMS-191011	Potassium channel activator
367	94.5969	cp	BRD-A49046702	SKF-89976A	GABA uptake inhibitor
368	94.5949	kd	CGS001-54732	TMED9	-
369	94.5927	kd	CGS001-7247	TSN	-
370	94.5882	oe	ccsbBroad304_01252	PPIA	Cis-trans-isomerases
371	94.5792	kd	CGS001-1802	DPH2	-
372	94.5526	kd	CGS001-22894	DIS3	-
373	94.5518	kd	CGS001-8836	GGH	Gamma-glutamyl hydrolase
374	94.5499	cp	BRD-K89274813	DMP-543	Acetylcholine release stimulant
375	94.5493	kd	CGS001-54578	UGT1A6	UDP glucuronosyltransferases
376	94.5493	kd	CGS001-5338	PLD2	Hydrolases
377	94.5143	kd	CGS001-1195	CLK1	CDC-like kinases
378	94.5049	kd	CGS001-3895	KTN1	-
379	94.4886	kd	CGS001-6768	ST14	Serine peptidases / Transmembrane
380	94.4882	oe	ccsbBroad304_04534	HN1L	-
381	94.4875	kd	CGS001-375133	PI4KAP2	-
382	94.4831	kd	CGS001-10180	RBM6	G patch domain containing
383	94.4684	kd	CGS001-56848	SPHK2	Sphingosine kinase
384	94.4632	oe	ccsbBroad304_02287	GNPDA1	-
385	94.4486	kd	CGS001-19	ABCA1	ATP binding cassette transporters / subfamily A
386	94.4355	cp	BRD-K78637815	LY-320135	Cannabinoid receptor antagonist
387	94.4229	cp	BRD-A49765801	fludroxycortide	Glucocorticoid receptor agonist
388	94.4216	oe	ccsbBroad304_07724	KDELR2	-
389	94.4141	cp	BRD-K20482099	rutin	Antioxidant
390	94.4121	cp	BRD-K43978949	PIT	Purinergic receptor antagonist
391	94.3905	kd	CGS001-9324	HMGN3	High-mobility group / Canonical
392	94.3806	kd	CGS001-9217	VAPB	-
393	94.3631	kd	CGS001-6621	SNAPC4	-
394	94.3135	kd	CGS001-5868	RAB5A	RAB, member RAS oncogene
395	94.3108	kd	CGS001-3066	HDAC2	Histone deacetylases
396	94.2983	kd	CGS001-1622	DBI	-
