Rank	Score	Type	ID	Name	Description
114	99.0736	oe	ccsbBroad304_05865	ATP1A3	ATPases / P-type
115	99.0708	kd	CGS001-1848	DUSP6	Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
116	99.0273	oe	ccsbBroad304_08734	ZNF490	Zinc fingers, C2H2-type
117	99.0273	oe	ccsbBroad304_00817	IDH2	-
118	99.0273	oe	ccsbBroad304_00696	CXCL2	Endogenous ligands
119	99.0259	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
120	99.0161	kd	CGS001-11320	MGAT4A	-
121	99.0146	cp	BRD-A84134924	pancuronium	Acetylcholine receptor antagonist
122	99.0097	kd	CGS001-353345	GPR141	GPCR / Class A : Orphans
123	99.0091	cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor
124	99.0091	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
125	99.0015	cp	BRD-A71390734	idarubicin	-
126	98.981	oe	ccsbBroad304_09198	HOPX	Homeoboxes / PRD class
127	98.9728	oe	ccsbBroad304_05923	DDR1	Type XVI RTKs: DDR (collagen receptor) family
128	98.9587	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
129	98.9587	cp	BRD-K24675965	LY-288513	CCK receptor antagonist
130	98.9347	oe	ccsbBroad304_01147	PC	Carboxylases
131	98.9341	kd	CGS001-23369	PUM2	-
132	98.9341	kd	CGS001-1027	CDKN1B	-
133	98.9341	kd	CGS001-586	BCAT1	-
134	98.9295	oe	ccsbBroad304_02298	DNM1L	-
135	98.9206	oe	ccsbBroad304_09420	RASGRP4	EF-hand domain containing
136	98.9083	cp	BRD-K57546357	prunetin	Breast cancer resistance protein inhibitor
137	98.9068	kd	CGS001-678	ZFP36L2	RING-type (C3HC4) zinc fingers
138	98.8966	cp	BRD-A61858259	CAY-10415	Insulin sensitizer
139	98.8908	oe	ccsbBroad304_05253	GPR114	Adhesion Class GPCRs
140	98.8884	oe	ccsbBroad304_01088	NFATC3	Nuclear factor of activated T-cells
141	98.8844	cp	BRD-K76425766	BRD-K76425766	-
142	98.8831	cp	BRD-K34776109	glimepiride	Insulin secretagogue
143	98.8723	kd	CGS001-10552	ARPC1A	Actin related protein 2/3 complex subunits
144	98.8641	oe	ccsbBroad304_01355	PYGL	Glycogen phosphorylases
145	98.8521	kd	CGS001-5660	PSAP	Endogenous ligands
146	98.8502	cp	BRD-K66198023	losartan	-
147	98.8493	kd	CGS001-23271	CAMSAP2	-
148	98.8248	kd	CGS001-55148	UBR7	Ubiquitin protein ligase E3 component n-recognins
149	98.8035	cp	BRD-K82357231	desloratadine	Histamine receptor antagonist
150	98.8034	kd	CGS001-892	CCNC	-
151	98.7975	kd	CGS001-467	ATF3	basic leucine zipper proteins
152	98.7907	cp	BRD-K82143716	flucytosine	Antifungal
153	98.779	cp	BRD-K55191674	benzylpenicillin	Penicillin binding protein inhibitor
154	98.7569	kd	CGS001-10681	GNB5	WD repeat domain containing
155	98.7494	oe	ccsbBroad304_03798	PHTF2	-
156	98.7494	oe	ccsbBroad304_07941	FBXO7	F-boxes / other
157	98.7428	kd	CGS001-6443	SGCB	-
158	98.7235	cp	BRD-A85424553	thioperamide	-
159	98.6882	kd	CGS001-83729	INHBE	-
160	98.6825	cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor
161	98.6712	oe	ccsbBroad304_06320	FFAR1	Fatty acid receptors
162	98.6696	kd	CGS001-5686	PSMA5	Proteasome subunits
163	98.6635	cp	BRD-K36038115	BRD-K36038115	-
164	98.6568	oe	ccsbBroad304_07766	RASSF1	-
165	98.6562	kd	CGS001-6016	RIT1	-
166	98.6427	oe	ccsbBroad304_01139	PA2G4	-
167	98.6243	cp	BRD-A84389633	tropanyl-3,5-dimethylbenzoate	Serotonin receptor antagonist
168	98.6228	cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist
169	98.5984	cp	BRD-A39052811	mosapride	Serotonin receptor agonist
170	98.5724	cp	BRD-K01192156	tyrphostin-AG-112	Protein tyrosine kinase inhibitor
171	98.552	kd	CGS001-84765	ZNF577	Zinc fingers, C2H2-type
172	98.5515	kd	CGS001-387	RHOA	-
173	98.5242	kd	CGS001-10150	MBNL2	Zinc fingers, CCCH-type domain containing
174	98.5178	oe	ccsbBroad304_07017	SUOX	-
175	98.5178	oe	ccsbBroad304_00080	APOA2	Apolipoproteins
176	98.5169	cp	BRD-K36864847	BD-1047	Adrenergic receptor antagonist
177	98.5152	kd	CGS001-3709	ITPR2	Ion channels / Inositol triphosphate receptors
178	98.5052	cp	BRD-K76872913	benzanthrone	Aromatic hydrocarbon derivative
179	98.5051	kd	CGS001-10048	RANBP9	-
180	98.4884	cp	BRD-K66766661	17-beta-estradiol	Estrogen receptor agonist
181	98.4856	kd	CGS001-664	BNIP3	-
182	98.4849	oe	ccsbBroad304_06976	SMARCE1	-
183	98.4843	cp	BRD-A93048969	BRD-A93048969	-
184	98.4716	cp	BRD-K40901640	cinanserin	Serotonin receptor antagonist
185	98.4715	oe	ccsbBroad304_00504	SLC29A1	SLC29 family
186	98.4715	oe	ccsbBroad304_01034	MSH2	-
187	98.4715	oe	ccsbBroad304_07491	IP6K1	-
188	98.4682	cp	BRD-K18787491	U-0126	MEK inhibitor
189	98.4548	cp	BRD-A14574269	UB-165	Acetylcholine receptor agonist
190	98.4376	cp	BRD-A30977374	nifedipine	-
191	98.4212	cp	BRD-K19687926	lapatinib	-
192	98.3954	kd	CGS001-64428	NARFL	-
193	98.3876	cp	BRD-K52850071	JAK3-Inhibitor-II	JAK inhibitor
194	98.3789	oe	ccsbBroad304_02230	HERPUD1	-
195	98.3748	kd	CGS001-2828	GPR4	GPCR / Class A : Orphans
196	98.3744	oe	ccsbBroad304_01150	PCCB	Carboxylases
197	98.3708	cp	BRD-K47780086	penciclovir	DNA directed DNA polymerase inhibitor
198	98.3675	kd	CGS001-1615	DARS	Aminoacyl tRNA synthetases / Class II
199	98.3602	kd	CGS001-5371	PML	RING-type (C3HC4) zinc fingers
200	98.3602	kd	CGS001-7071	KLF10	Kruppel-like transcription factors
201	98.3562	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
202	98.3504	kd	CGS001-4916	NTRK3	Type VII RTKs: Neurotrophin receptor/Trk family
203	98.3428	cp	BRD-K21350491	phenamil	TRPV antagonist
204	98.3326	oe	ccsbBroad304_06348	HIST1H2BD	Histones / Replication-dependent
205	98.3295	cp	BRD-A65615053	zacopride	Serotonin receptor antagonist
206	98.2941	cp	BRD-A65280694	molindone	Dopamine receptor antagonist
207	98.2862	oe	ccsbBroad304_06085	DCK	-
208	98.2782	kd	CGS001-2254	FGF9	Endogenous ligands
209	98.2714	cp	BRD-K44353683	nateglinide	Insulin secretagogue
210	98.2713	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
211	98.2701	cp	BRD-K94144010	cotinine	Nicotine metabolite
212	98.267	cp	BRD-A66563878	medetomidine	Adrenergic receptor agonist
213	98.2586	cp	BRD-K13571841	pepstatin	Aspartic protease inhibitor
214	98.2459	cp	BRD-K35458079	edaravone	Nootropic agent
215	98.2399	oe	ccsbBroad304_06687	SERPINB2	Serine (or cysteine) peptidase inhibitors
216	98.2351	cp	BRD-K40645748	mefloquine	Adenosine receptor antagonist
217	98.2209	oe	ccsbBroad304_00127	ATP5B	ATPases / F-type
218	98.2029	cp	BRD-K13390322	AT-7519	CDK inhibitor
219	98.1883	cp	BRD-K83837640	JNJ-26854165	HDAC inhibitor
220	98.1881	cp	BRD-K18678457	ZD-7288	HCN channel blocker
221	98.1827	cp	BRD-K07859598	GW-5074	-
222	98.1733	oe	ccsbBroad304_06173	NR2F6	COUP-TF-like receptors
223	98.1663	cp	BRD-K52020312	metronidazole	DNA inhibitor
224	98.1611	cp	BRD-K19227686	phenolphthalein	Indicator dye
225	98.1555	cp	BRD-K39484304	triptolide	-
226	98.1473	oe	ccsbBroad304_06617	NASP	Tetratricopeptide (TTC) repeat domain containing
227	98.1473	oe	ccsbBroad304_06136	ECHS1	-
228	98.1419	cp	BRD-K21971034	OM-137	Aurora kinase inhibitor
229	98.1142	kd	CGS001-93134	ZNF561	Zinc fingers, C2H2-type
230	98.1083	cp	BRD-K08438429	BRD-K08438429	-
231	98.102	kd	CGS001-5529	PPP2R5E	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
232	98.101	oe	ccsbBroad304_07500	PJA2	RING-type (C3HC4) zinc fingers
233	98.0945	cp	BRD-K25836724	epitestosterone	-
234	98.0879	kd	CGS001-89845	ABCC10	ATP binding cassette transporters / subfamily C
235	98.085	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
236	98.0745	cp	BRD-A76941896	doxorubicin	-
237	98.0596	kd	CGS001-1997	ELF1	ETS Transcription Factors
238	98.0596	kd	CGS001-148327	CREB3L4	basic leucine zipper proteins
239	98.047	kd	CGS001-140465	MYL6B	EF-hand domain containing
240	98.0399	kd	CGS001-5894	RAF1	RAF family
241	98.0322	kd	CGS001-10142	AKAP9	A-kinase anchor proteins
242	98.0228	cp	BRD-K77793136	hydroxyfasudil	Rho associated kinase inhibitor
243	98.0049	kd	CGS001-19	ABCA1	ATP binding cassette transporters / subfamily A
244	98.0048	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
245	97.978	cp	BRD-U51951544	ZG-10	JNK inhibitor
246	97.9776	kd	CGS001-6646	SOAT1	-
247	97.9686	kd	CGS001-2132	EXT2	Exostosin glycosyltransferase family
248	97.9559	cp	BRD-M45964048	verteporfin	Photosensitizing agent
249	97.951	cp	BRD-K55424922	anpirtoline	Serotonin receptor agonist
250	97.9503	kd	CGS001-4698	NDUFA5	Mitochondrial respiratory chain complex / Complex I
251	97.9494	kd	CGS001-2263	FGFR2	Type V RTKs: FGF (fibroblast growth factor) receptor family
252	97.9427	cp	BRD-K91601245	mercaptopurine	Immunosuppressant
253	97.9357	cp	BRD-K95763993	trapidil	PDGFR receptor inhibitor
254	97.9342	cp	BRD-A16754160	ampicillin	Bacterial cell wall synthesis inhibitor
255	97.9275	cp	BRD-K02590140	O-2050	Cannabinoid receptor antagonist
256	97.9235	cp	BRD-K08132273	tyrphostin	EGFR inhibitor
257	97.9166	kd	CGS001-8295	TRRAP	TRRAP subfamily
258	97.9157	oe	ccsbBroad304_00423	DAXX	-
259	97.8936	cp	BRD-K04389336	labetalol	-
260	97.8784	kd	CGS001-79921	TCEAL4	-
261	97.8669	kd	CGS001-2936	GSR	Oxidoreductases
262	97.8507	cp	BRD-K83144676	olmesartan	Angiotensin antagonist
263	97.8302	kd	CGS001-9688	NUP93	-
264	97.7901	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
265	97.7863	kd	CGS001-8945	BTRC	F-boxes / WD-40 domains
266	97.7701	kd	CGS001-2770	GNAI1	-
267	97.7662	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
268	97.7468	cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor
269	97.7316	kd	CGS001-81856	ZNF611	Zinc fingers, C2H2-type
270	97.726	oe	ccsbBroad304_02394	ZNF267	Zinc fingers, C2H2-type
271	97.722	cp	BRD-A32836748	leu-enkephalin	Opioid receptor agonist
272	97.6859	cp	BRD-A43082555	loxoprofen	Cyclooxygenase inhibitor
273	97.6841	oe	ccsbBroad304_04715	MRGPRF	GPCR / Class A : Orphans
274	97.6809	kd	CGS001-5588	PRKCQ	Delta subfamily
275	97.6654	cp	BRD-K70693222	BRD-K70693222	-
276	97.6571	cp	BRD-A94793051	gestrinone	Progesterone receptor antagonist
277	97.6538	kd	CGS001-8801	SUCLG2	-
278	97.6519	cp	BRD-K17868609	BRL-54443	Serotonin receptor agonist
279	97.6467	cp	BRD-K20714604	RS-56812	Serotonin receptor partial agonist
280	97.6405	oe	ccsbBroad304_01833	IL1R2	Immunoglobulin-like family of IL-1 receptors
281	97.6371	oe	ccsbBroad304_08481	CEP55	-
282	97.6206	cp	BRD-K20995441	U-54494A	Opioid receptor agonist
283	97.6083	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
284	97.598	oe	ccsbBroad304_01663	TFF2	-
285	97.5859	cp	BRD-K34170797	fexaramine	FXR agonist
286	97.5856	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
287	97.5815	cp	BRD-K36324071	NF-449	Purinergic receptor antagonist
288	97.5801	cp	BRD-K48427617	U-0124	MEK inhibitor
289	97.5767	cp	BRD-K67298865	SB-431542	TGF beta receptor inhibitor
290	97.5479	cp	BRD-K94070024	depomedrol	Glucocorticoid receptor agonist
291	97.5452	oe	ccsbBroad304_06204	FDFT1	Lanosterol biosynthesis pathway
292	97.5417	cp	BRD-A83855350	naltrexone	Opioid receptor antagonist
293	97.5403	kd	CGS001-6118	RPA2	-
294	97.513	kd	CGS001-3992	FADS1	Fatty acid desaturases
295	97.5013	kd	CGS001-79017	GGCT	Leukotriene and lipoxin metabolism
296	97.4988	oe	ccsbBroad304_02285	MED6	-
297	97.4974	cp	BRD-K60160658	tiagabine	GABA uptake inhibitor
298	97.4959	cp	BRD-A84174393	meloxicam	Cyclooxygenase inhibitor
299	97.4809	kd	CGS001-4976	OPA1	-
300	97.4807	cp	BRD-K50660797	epicatechin	Bacterial DNA gyrase inhibitor
301	97.4618	cp	BRD-K46469693	SCH-442416	Adenosine receptor antagonist
302	97.4548	kd	CGS001-10914	PAPOLA	-
303	97.4525	oe	ccsbBroad304_05008	ZNF558	Zinc fingers, C2H2-type
304	97.4525	oe	ccsbBroad304_00843	IL1B	Interleukins and interleukin receptors
305	97.4525	oe	ccsbBroad304_02460	ATG7	Ubiquitin-like modifier activating enzymes
306	97.4448	oe	ccsbBroad304_05907	BUB1B	Bub family
307	97.4441	cp	BRD-A44551378	LFM-A12	EGFR inhibitor
308	97.4389	cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist
309	97.4365	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
310	97.4062	oe	ccsbBroad304_01768	VEGFA	Cytokines and growth factors
311	97.4045	oe	ccsbBroad304_06862	RGS3	-
312	97.404	kd	CGS001-5793	PTPRG	Receptor tyrosine phosphatases (RTP)
313	97.3763	kd	CGS001-51002	TPRKB	-
314	97.3728	kd	CGS001-80150	ASRGL1	-
315	97.3671	cp	BRD-A50157456	terbutaline	Adrenergic receptor agonist
316	97.3463	cp	BRD-A64290322	cyclosporin-a	-
317	97.299	cp	BRD-K57011718	UK-356618	Metalloproteinase inhibitor
318	97.2943	kd	CGS001-117289	TAGAP	Rho GTPase activating proteins
319	97.2937	cp	BRD-K31627533	rimexolone	Glucocorticoid receptor agonist
320	97.2824	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
321	97.2582	cp	BRD-A59303141	quinethazone	Thiazide diuretic
322	97.2548	cp	BRD-K46766488	S-14506	Serotonin receptor agonist
323	97.2488	kd	CGS001-6097	RORC	Retinoic acid-related orphans
324	97.2328	cp	BRD-K63954456	BRD-K63954456	-
325	97.2253	cp	BRD-A81402010	KU-C103443N	CDC inhibitor
326	97.212	cp	BRD-K40213712	SAL-1	Adenosine receptor antagonist
327	97.212	cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist
328	97.1983	kd	CGS001-5571	PRKAG1	AMPK subfamily
329	97.1851	cp	BRD-U66370498	androstanol	CAR antagonist
330	97.1558	kd	CGS001-8985	PLOD3	-
331	97.1522	oe	ccsbBroad304_03269	CD320	CD molecules
332	97.1363	cp	BRD-K28761384	zuclopenthixol	Dopamine receptor antagonist
333	97.1259	cp	BRD-K80451230	zamifenacin	Acetylcholine receptor antagonist
334	97.1216	cp	BRD-K93658967	aloisine	CDK inhibitor
335	97.1208	kd	CGS001-2224	FDPS	Lanosterol biosynthesis pathway
336	97.1001	kd	CGS001-221895	JAZF1	Zinc fingers, C2H2-type
337	97.0944	cp	BRD-A15297126	fluocinonide	Glucocorticoid receptor agonist
338	97.0906	kd	CGS001-3920	LAMP2	CD molecules
339	97.0851	cp	BRD-A65282128	cefazolin	Bacterial cell wall synthesis inhibitor
340	97.0776	cp	BRD-K45542189	diethylcarbamazine	Lipoxygenase inhibitor
341	97.0699	cp	BRD-K30816563	ranitidine	-
342	97.065	kd	CGS001-85027	C5ORF62	-
343	97.0484	kd	CGS001-24149	ZNF318	Zinc fingers, C2H2-type
344	97.0484	kd	CGS001-23435	TARDBP	RNA binding motif (RRM) containing
345	97.0484	kd	CGS001-6199	RPS6KB2	p70 subfamily
346	97.0368	kd	CGS001-4678	NASP	Tetratricopeptide (TTC) repeat domain containing
347	97.0357	oe	ccsbBroad304_06186	F2R	Protease activated receptors
348	97.0282	cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor
349	97.0273	kd	CGS001-1497	CTNS	-
350	97.0247	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
351	97.0182	oe	ccsbBroad304_00477	LPAR1	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
352	97.0172	cp	BRD-K32330832	VER-155008	HSP inhibitor
353	97.0075	kd	CGS001-6871	TADA2A	-
354	96.9893	oe	ccsbBroad304_00632	GGCX	Carboxylases
355	96.9893	oe	ccsbBroad304_02321	ARL4C	ADP-ribosylation factors
356	96.9501	cp	BRD-K07736136	VX-702	p38 MAPK inhibitor
357	96.943	oe	ccsbBroad304_03570	QRSL1	-
358	96.9391	kd	CGS001-2188	FANCF	Fanconi anemia, complementation groups
359	96.9248	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
360	96.8979	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
361	96.8936	oe	ccsbBroad304_07363	AIFM1	-
362	96.8912	kd	CGS001-9252	RPS6KA5	MSK subfamily
363	96.8844	kd	CGS001-199777	ZNF626	Zinc fingers, C2H2-type
364	96.8706	cp	BRD-K33818169	GW-3965	LXR agonist
365	96.8593	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
366	96.8161	kd	CGS001-54925	ZNF434	-
367	96.8123	cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic
368	96.7793	kd	CGS001-55120	FANCL	Fanconi anemia, complementation groups
369	96.7751	kd	CGS001-5916	RARG	Retinoic acid receptors
370	96.766	kd	CGS001-3421	IDH3G	-
371	96.7495	cp	BRD-K16508793	diazepam	Benzodiazepine receptor agonist
372	96.7361	cp	BRD-K11158509	tyrphostin-B44	EGFR inhibitor
373	96.7307	cp	BRD-K06335600	tizanidine	Adrenergic receptor agonist
374	96.7274	cp	BRD-K84266862	BRL-50481	Phosphodiesterase inhibitor
375	96.725	cp	BRD-K62965247	tipifarnib-P2	farnesyltransferase inhibitor
376	96.7114	oe	ccsbBroad304_01090	NFE2L2	basic leucine zipper proteins
377	96.7087	kd	CGS001-127540	HMGB4	High-mobility group / Canonical
378	96.6998	cp	BRD-K99615199	medroxyprogesterone	-
379	96.6745	cp	BRD-A43849199	karakoline	Phytotoxin
380	96.6574	cp	BRD-K06388322	pramipexole	Dopamine receptor agonist
381	96.6361	kd	CGS001-9352	TXNL1	-
382	96.6358	cp	BRD-A65440446	cimaterol	Adrenergic receptor agonist
383	96.6319	cp	BRD-A20126139	medrysone	Glucocorticoid receptor agonist
384	96.6241	cp	BRD-A51382177	fosinopril	ACE inhibitor
385	96.6188	oe	ccsbBroad304_01361	RAB27A	RAB, member RAS oncogene
386	96.6073	cp	BRD-K63641886	cefuroxime	Bacterial cell wall synthesis inhibitor
387	96.6073	cp	BRD-K49448285	bisindolylmaleimide	CDK inhibitor
388	96.6008	kd	CGS001-10782	ZNF274	Zinc fingers, C2H2-type
389	96.5804	oe	ccsbBroad304_02487	TXNIP	-
390	96.5722	kd	CGS001-57215	THAP11	THAP (C2CH-type zinc finger) domain containing
391	96.5588	cp	BRD-A41450521	tosufloxacin	Bacterial DNA gyrase inhibitor
392	96.5319	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
